59.89	60.1725	2.5425
60.1725	59.89	2.5425
59.89	59.89	2.26
60.1725	60.1725	2.26
59.89	59.89	2.825
60.1725	60.1725	2.825
59.6075	59.89	2.5425
59.89	59.6075	2.5425
60.1725	60.455	2.5425
60.455	60.1725	2.5425
60.1725	59.6075	2.26
59.6075	60.1725	2.26
59.89	60.455	2.26
60.455	59.89	2.26
60.1725	59.6075	2.825
59.6075	60.1725	2.825
59.89	60.1725	1.9775
60.1725	59.89	1.9775
60.455	59.89	2.825
59.89	60.455	2.825
60.455	59.6075	2.5425
59.6075	60.455	2.5425
59.6075	59.6075	2.26
59.89	60.1725	3.1075
60.1725	59.89	3.1075
59.6075	59.6075	2.825
59.6075	59.89	1.9775
59.89	59.6075	1.9775
60.455	60.455	2.26
60.1725	59.325	2.5425
59.325	60.1725	2.5425
60.455	60.1725	1.9775
60.1725	60.455	1.9775
60.455	60.455	2.825
59.89	59.325	2.26
59.325	59.89	2.26
59.6075	59.89	3.1075
59.89	59.6075	3.1075
60.7375	59.89	2.5425
59.89	60.7375	2.5425
59.89	59.325	2.825
59.325	59.89	2.825
60.1725	60.455	3.1075
60.455	60.1725	3.1075
59.6075	59.325	2.5425
59.325	59.6075	2.5425
60.7375	60.1725	2.26
60.1725	60.7375	2.26
59.6075	60.455	1.9775
60.455	59.6075	1.9775
59.89	59.89	1.695
60.1725	60.7375	2.825
60.7375	60.1725	2.825
60.1725	60.1725	1.695
59.325	60.455	2.26
60.455	59.325	2.26
60.455	59.6075	3.1075
59.6075	60.455	3.1075
60.7375	60.455	2.5425
60.455	60.7375	2.5425
59.6075	60.7375	2.26
60.7375	59.6075	2.26
59.325	60.1725	1.9775
60.1725	59.325	1.9775
59.325	60.455	2.825
60.455	59.325	2.825
60.7375	59.6075	2.825
59.6075	60.7375	2.825
59.89	59.89	3.39
59.89	60.7375	1.9775
60.7375	59.89	1.9775
59.6075	60.1725	1.695
60.1725	59.6075	1.695
60.1725	60.1725	3.39
59.325	60.1725	3.1075
60.1725	59.325	3.1075
60.455	59.89	1.695
59.89	60.455	1.695
59.325	59.6075	1.9775
59.6075	59.325	1.9775
60.7375	59.89	3.1075
