(1,0)	(1,0)	(1,0)	1	1
(1,0)	(0.952862,9.2909e-16)	(0.952934,-9.67393e-14)	0.952862	0.998281
(1,0)	(0.675381,1.61049e-15)	(0.676657,-1.3399e-13)	0.675381	0.983466
(1,0)	(0.401583,3.374e-16)	(0.406971,1.17592e-14)	0.401583	0.963431
(1,0)	(0.341571,5.77406e-16)	(0.35717,-3.27483e-14)	0.341571	0.956251
(1,0)	(0.308715,7.00411e-17)	(0.343996,-2.17453e-14)	0.308715	0.940151
(1,0)	(0.195349,3.11797e-16)	(0.267559,-2.63683e-14)	0.195349	0.896089
(1,0)	(0.0953752,-4.51726e-17)	(0.203696,2.44401e-14)	0.0953752	0.832295
(1,0)	(0.0344006,-7.56553e-17)	(0.187854,2.90246e-14)	0.0344005	0.748861
(1,0)	(0.00891748,2.15224e-17)	(0.18681,-5.37419e-14)	0.00891748	0.657715
