(1,-3.30149e-15)	(0.622207,-3.64297e-15)
(1,-1.02295e-15)	(0.607856,5.61837e-18)
(1,9.39944e-16)	(0.593337,-1.53375e-15)
(1,-5.66036e-15)	(0.578665,-5.83101e-15)
(1,-1.54116e-15)	(0.56386,-4.1029e-15)
(1,-2.37036e-15)	(0.54894,-2.87673e-15)
(1,-1.50875e-15)	(0.533922,5.0321e-16)
(1,2.12607e-16)	(0.518828,-7.81783e-16)
(1,4.3989e-16)	(0.503676,-1.05995e-15)
(1,3.91772e-15)	(0.488487,5.15175e-15)
(1,3.45839e-15)	(0.473282,3.61887e-15)
(1,4.75509e-16)	(0.458082,-7.45737e-16)
(1,1.14681e-15)	(0.442907,-2.4937e-16)
(1,1.39339e-15)	(0.42778,1.4825e-15)
(1,-2.83629e-15)	(0.412721,-2.45417e-15)
(1,4.58983e-16)	(0.397751,6.8676e-16)
(1,-8.51481e-16)	(0.382892,-1.27438e-15)
(1,-5.2373e-15)	(0.368164,-2.21063e-15)
(1,4.80874e-15)	(0.353588,2.08845e-15)
