0	1	1	1
20202	0.986057	0.912583	0.998284
40404	0.99959	0.830425	0.983484
60606.1	0.99613	0.891476	0.963485
80808.1	0.999144	0.77294	0.956369
101010	0.991939	0.663681	0.940358
121212	0.995374	0.778522	0.896392
141414	0.989258	0.61366	0.832691
161616	0.997559	0.632493	0.749333
181818	0.993835	0.555585	0.658247
202020	0.998354	0.495087	0.581648
222222	0.991023	0.337316	0.516947
242424	0.983928	0.339647	0.457876
262626	0.998559	0.271741	0.410159
282828	0.989941	0.298719	0.373974
303030	0.99995	0.280197	0.34883
323232	0.999571	0.22685	0.338986
343434	0.999358	0.278877	0.340445
363636	0.999202	0.267782	0.343563
383838	0.998345	0.28401	0.344022
404040	0.982313	0.229602	0.338734
424242	0.997425	0.244159	0.326214
444444	0.995804	0.252626	0.310237
464646	0.992424	0.214049	0.291738
484848	0.996525	0.199761	0.268181
505051	0.995116	0.196789	0.239786
525253	0.988587	0.165661	0.209074
545455	0.996529	0.134336	0.179372
565657	0.985862	0.112236	0.153224
585859	0.99353	0.10426	0.130796
606061	0.996696	0.0961218	0.111105
626263	0.990371	0.0756623	0.0929004
646465	0.984944	0.0532504	0.0757746
666667	0.997807	0.0388913	0.0605973
686869	0.997355	0.0314173	0.0477188
707071	0.990935	0.0268438	0.036864
727273	0.982204	0.0228293	0.0280346
747475	0.994307	0.018021	0.0209305
767677	0.998177	0.0129676	0.0152394
787879	0.998038	0.00876458	0.0110082
808081	0.993578	0.00588177	0.00802719
828283	0.982933	0.00401756	0.00590121
848485	0.984955	0.00296586	0.00441659
868687	0.99531	0.00240798	0.00337386
888889	0.998838	0.00199021	0.002581
909091	0.998521	0.00161178	0.00198176
929293	0.998403	0.0012732	0.00153907
949495	0.993578	0.00100478	0.0011876
969697	0.984937	0.000750794	0.000909177
989899	0.981345	0.000551799	0.000695316
1.0101e+06	0.986353	0.000402445	0.000521169
1.0303e+06	0.994219	0.00028563	0.000382591
1.05051e+06	0.998638	0.00020071	0.000279423
1.07071e+06	0.999285	0.000144458	0.000200404
1.09091e+06	0.999139	0.000104474	0.000140836
1.11111e+06	0.999208	7.47393e-05	9.86269e-05
1.13131e+06	0.997732	5.11726e-05	6.8019e-05
1.15152e+06	0.993254	3.49329e-05	4.58983e-05
1.17172e+06	0.986971	2.44612e-05	3.07386e-05
1.19192e+06	0.981993	1.65736e-05	2.01578e-05
1.21212e+06	0.980856	1.05028e-05	1.27936e-05
1.23232e+06	0.98384	6.43108e-06	7.98444e-06
1.25253e+06	0.989151	3.86543e-06	4.88018e-06
1.27273e+06	0.994366	2.17352e-06	2.89704e-06
1.29293e+06	0.997866	1.23444e-06	1.69639e-06
1.31313e+06	0.999392	7.10374e-07	9.77871e-07
1.33333e+06	0.999666	3.8924e-07	5.50948e-07
1.35354e+06	0.999591	2.20625e-07	3.0951e-07
1.37374e+06	0.999621	1.27953e-07	1.74981e-07
1.39394e+06	0.999589	7.38285e-08	9.89477e-08
1.41414e+06	0.998958	4.44394e-08	5.62631e-08
1.43434e+06	0.997222	2.63538e-08	3.19028e-08
1.45455e+06	0.994246	1.51556e-08	1.76971e-08
1.47475e+06	0.990367	8.51217e-09	9.61851e-09
1.49495e+06	0.986284	4.55714e-09	5.14345e-09
1.51515e+06	0.982809	2.3603e-09	2.69214e-09
1.53535e+06	0.980614	1.19702e-09	1.38155e-09
1.55556e+06	0.980057	6.0164e-10	6.95692e-10
1.57576e+06	0.981131	2.93985e-10	3.45061e-10
1.59596e+06	0.983515	1.48153e-10	1.73557e-10
1.61616e+06	0.986698	7.71085e-11	9.31872e-11
1.63636e+06	0.990121	4.5746e-11	5.62438e-11
1.65657e+06	0.993302	3.07421e-11	3.88624e-11
1.67677e+06	0.99591	2.32751e-11	2.97182e-11
1.69697e+06	0.997799	1.81585e-11	2.38313e-11
1.71717e+06	0.998987	1.4466e-11	1.92279e-11
1.73737e+06	0.999606	1.15103e-11	1.52904e-11
1.75758e+06	0.999842	9.02122e-12	1.19871e-11
1.77778e+06	0.99988	7.11805e-12	9.23371e-12
1.79798e+06	0.999859	5.34205e-12	6.87621e-12
1.81818e+06	0.999854	3.94942e-12	4.93588e-12
1.83838e+06	0.999871	2.80367e-12	3.43481e-12
1.85859e+06	0.999857	1.8874e-12	2.32956e-12
1.87879e+06	0.999726	1.36187e-12	1.5775e-12
1.89899e+06	0.99938	9.40959e-13	1.0852e-12
1.91919e+06	0.998731	6.42934e-13	7.48417e-13
1.93939e+06	0.997724	4.59286e-13	5.15468e-13
1.9596e+06	0.996341	3.10339e-13	3.56109e-13
1.9798e+06	0.994611	2.09807e-13	2.44429e-13
2e+06	0.992599	1.46119e-13	1.68215e-13
