0	(1,0)	(1,0)	(1,0)	(1,0)	1	1
20202	(1,0)	(0.998284,-5.83944e-16)	(0.998284,1.89241e-14)	(0.963138,-2.93021e-13)	0.998284	0.998281
40404	(1,0)	(0.983484,-2.59333e-16)	(0.983485,3.19824e-15)	(0.626157,7.51256e-14)	0.983484	0.983466
60606.1	(1,0)	(0.963485,-1.93017e-16)	(0.963496,8.81762e-16)	(0.15338,6.47973e-15)	0.963485	0.963431
80808.1	(1,0)	(0.956369,-1.16999e-15)	(0.956414,4.04225e-14)	(0.00955842,-7.42349e-15)	0.956369	0.956251
101010	(1,0)	(0.940358,-1.85284e-15)	(0.940481,5.85975e-14)	(0.000151456,-1.79664e-16)	0.940358	0.940151
121212	(1,0)	(0.896392,-1.13183e-15)	(0.89666,3.7185e-14)	(6.92713e-07,-4.62372e-19)	0.896392	0.896089
141414	(1,0)	(0.832691,-3.65068e-16)	(0.833202,1.09949e-14)	(1.16497e-09,-3.23094e-22)	0.832691	0.832295
161616	(1,0)	(0.749333,-2.17302e-17)	(0.750203,8.83347e-15)	(1.19841e-12,-4.7276e-25)	0.749333	0.748861
181818	(1,0)	(0.658247,2.83607e-16)	(0.659601,-2.11157e-14)	(1.0394e-15,8.22546e-28)	0.658247	0.657715
202020	(1,0)	(0.581648,-1.62426e-15)	(0.583648,5.98278e-14)	(4.86927e-19,-9.10394e-31)	0.581648	0.581061
222222	(1,0)	(0.516947,-5.52343e-16)	(0.519776,1.72968e-14)	(3.81304e-23,-2.43991e-35)	0.516947	0.516303
242424	(1,0)	(0.457876,6.86068e-16)	(0.461702,-3.17164e-14)	(1.58397e-28,2.32681e-40)	0.457876	0.457181
262626	(1,0)	(0.410159,1.57637e-16)	(0.415186,-1.4977e-14)	(1.41187e-35,9.88036e-48)	0.410159	0.409408
282828	(1,0)	(0.373974,-1.60154e-16)	(0.380443,8.85064e-16)	(1.14673e-44,2.01779e-57)	0.373974	0.373155
303030	(1,0)	(0.34883,-2.42283e-16)	(0.357018,-1.87678e-15)	(3.48772e-56,1.09775e-68)	0.34883	0.347923
323232	(1,0)	(0.338986,9.04997e-17)	(0.349367,-7.701e-15)	(2.26473e-70,9.74804e-83)	0.338986	0.33795
343434	(1,0)	(0.340445,5.04327e-17)	(0.35365,-1.15812e-14)	(3.01781e-87,2.89446e-99)	0.340445	0.339233
363636	(1,0)	(0.343563,-2.5889e-16)	(0.3601,5.59362e-15)	(1.02503e-106,-3.94594e-119)	0.343563	0.342149
383838	(1,0)	(0.344022,1.63556e-16)	(0.364229,4.87632e-15)	(1.28141e-128,-9.59969e-141)	0.344022	0.342397
404040	(1,0)	(0.338734,5.67653e-16)	(0.36294,-2.6283e-14)	(1.51191e-152,2.00115e-164)	0.338734	0.336911
424242	(1,0)	(0.326214,-1.01175e-15)	(0.354333,2.90246e-14)	(1.04958e-177,-1.2564e-189)	0.326214	0.324226
444444	(1,0)	(0.310237,2.61121e-16)	(0.34164,-1.80093e-14)	(4.01785e-203,3.83071e-215)	0.310237	0.308112
464646	(1,0)	(0.291738,-4.71851e-16)	(0.326622,9.13247e-15)	(6.46993e-228,-2.60008e-240)	0.291738	0.289502
484848	(1,0)	(0.268181,-5.70858e-16)	(0.307655,1.75427e-14)	(2.37914e-251,-1.90208e-263)	0.268181	0.265895
505051	(1,0)	(0.239786,-2.48786e-16)	(0.284461,6.99983e-15)	(8.78958e-273,-6.51612e-285)	0.239786	0.237524
525253	(1,0)	(0.209074,1.84638e-16)	(0.258814,-1.04404e-14)	(9.71859e-292,6.81872e-304)	0.209074	0.206902
545455	(1,0)	(0.179372,3.13981e-16)	(0.232696,-1.28761e-14)	(5.44362e-308,3.71686e-320)	0.179372	0.177329
565657	(1,0)	(0.153224,3.21827e-16)	(0.207597,-9.24832e-15)	(1.99603e-321,2.47033e-323)	0.153224	0.15132
585859	(1,0)	(0.130796,1.53279e-16)	(0.184404,-5.07879e-15)	(1.97626e-323,4.94066e-324)	0.130796	0.129027
606061	(1,0)	(0.111105,-3.07928e-16)	(0.163448,1.00661e-14)	(4.94066e-324,-4.94066e-324)	0.111105	0.109477
626263	(1,0)	(0.0929004,-2.07125e-16)	(0.144689,8.93803e-15)	(4.94066e-324,-4.94066e-324)	0.0929004	0.0914308
646465	(1,0)	(0.0757746,2.36593e-16)	(0.127953,-1.50944e-14)	(4.94066e-324,4.94066e-324)	0.0757746	0.0744848
666667	(1,0)	(0.0605973,1.75677e-18)	(0.113049,1.25037e-15)	(4.94066e-324,-4.94066e-324)	0.0605973	0.0594913
686869	(1,0)	(0.0477188,1.97485e-16)	(0.0997847,-1.47148e-14)	(9.88131e-324,4.94066e-324)	0.0477188	0.0467876
707071	(1,0)	(0.036864,-4.48972e-17)	(0.0879705,1.16874e-15)	(4.94066e-324,-4.94066e-324)	0.036864	0.0360971
727273	(1,0)	(0.0280346,6.4386e-17)	(0.0774215,-4.62501e-15)	(1.4822e-323,4.94066e-324)	0.0280346	0.0274145
747475	(1,0)	(0.0209305,1.27476e-17)	(0.0680923,-1.42139e-15)	(5.57306e-320,-4.94066e-324)	0.0209305	0.0204395
767677	(1,0)	(0.0152394,-2.19487e-18)	(0.0590916,-1.24442e-15)	(2.14957e-309,1.3735e-321)	0.0152394	0.0148611
787879	(1,0)	(0.0110082,1.83801e-17)	(0.0509671,-2.91558e-15)	(1.12732e-297,1.29269e-309)	0.0110082	0.0107198
808081	(1,0)	(0.00802719,1.46035e-18)	(0.0441295,-3.67542e-16)	(1.99423e-285,8.13315e-299)	0.00802719	0.0078057
828283	(1,0)	(0.00590121,1.4195e-17)	(0.0378298,-3.34766e-15)	(1.39298e-273,2.1584e-285)	0.00590121	0.00573007
848485	(1,0)	(0.00441659,1.13891e-17)	(0.0322916,-2.31134e-15)	(1.73378e-262,1.23073e-274)	0.00441659	0.00428221
868687	(1,0)	(0.00337386,-2.83449e-18)	(0.0275774,1.12552e-15)	(3.87485e-253,-3.69972e-265)	0.00337386	0.00326636
