0	1	1	1
20202	1	0.991032	0.995137
40404	1	0.934241	0.984945
60606.1	1	0.819874	0.948661
80808.1	1	0.675593	0.887019
101010	1	0.515736	0.827965
121212	1	0.342079	0.762331
141414	1	0.190834	0.691814
161616	1	0.0876585	0.614356
181818	1	0.0333443	0.521271
202020	1	0.0108429	0.426548
222222	1	0.00321652	0.336062
242424	1	0.000875667	0.258327
262626	1	0.000207491	0.19705
282828	1	3.77612e-05	0.145324
303030	1	4.86617e-06	0.103733
323232	1	4.40833e-07	0.0721237
343434	1	2.85075e-08	0.0486035
363636	1	1.2626e-09	0.0320969
383838	1	3.8257e-11	0.0204731
404040	1	8.53669e-13	0.0125361
424242	1	1.51516e-14	0.00730875
444444	1	2.18589e-16	0.00390466
464646	1	2.02283e-18	0.00189804
484848	1	2.94884e-20	0.000837024
505051	1	1.51552e-20	0.000331802
525253	1	7.94473e-21	0.000118502
545455	1	5.61194e-21	3.75991e-05
565657	1	3.4775e-21	1.06721e-05
585859	1	1.5656e-21	2.76789e-06
606061	1	3.33347e-22	6.70364e-07
626263	1	1.38078e-22	1.60051e-07
646465	1	1.59328e-22	3.87906e-08
666667	1	6.48239e-23	9.2028e-09
686869	1	1.17471e-24	1.92942e-09
707071	1	1.28373e-23	2.91433e-10
727273	1	6.19893e-24	1.98967e-11
747475	1	2.05002e-24	9.79381e-12
767677	1	7.12494e-24	1.85639e-11
787879	1	6.12633e-24	1.61016e-11
808081	1	1.09552e-22	9.76601e-12
828283	1	4.74828e-22	4.89208e-12
848485	1	1.28816e-21	2.21678e-12
868687	1	2.515e-21	9.57967e-13
888889	1	3.90901e-21	4.06557e-13
909091	1	4.92302e-21	1.70537e-13
929293	1	4.97668e-21	7.09677e-14
949495	1	3.84239e-21	2.99089e-14
969697	1	2.16069e-21	1.31977e-14
989899	1	7.24801e-22	6.39899e-15
1.0101e+06	1	2.22976e-24	3.65005e-15
1.0303e+06	1	4.17427e-23	2.55599e-15
1.05051e+06	1	1.77073e-22	2.1005e-15
1.07071e+06	1	3.35773e-22	1.86356e-15
1.09091e+06	1	3.5193e-22	1.68616e-15
1.11111e+06	1	2.89625e-22	1.50759e-15
1.13131e+06	1	2.25891e-22	1.30935e-15
1.15152e+06	1	1.70275e-22	1.07331e-15
1.17172e+06	1	1.18634e-22	8.04962e-16
1.19192e+06	1	7.35111e-23	5.4754e-16
1.21212e+06	1	3.9055e-23	3.32678e-16
1.23232e+06	1	1.5998e-23	1.78649e-16
1.25253e+06	1	3.38644e-24	8.76761e-17
1.27273e+06	1	1.60599e-24	4.71181e-17
1.29293e+06	1	2.58299e-24	3.80449e-17
1.31313e+06	1	2.13236e-24	4.19316e-17
1.33333e+06	1	1.45401e-24	4.718e-17
1.35354e+06	1	9.70171e-25	4.96332e-17
1.37374e+06	1	6.69457e-25	4.73752e-17
1.39394e+06	1	4.37258e-25	4.03971e-17
1.41414e+06	1	2.36958e-25	3.07332e-17
1.43434e+06	1	1.05129e-25	2.09337e-17
1.45455e+06	1	4.07474e-26	1.31437e-17
1.47475e+06	1	1.34574e-26	7.64637e-18
1.49495e+06	1	3.56827e-27	4.14147e-18
1.51515e+06	1	7.54933e-28	2.15799e-18
1.53535e+06	1	1.3456e-28	1.10176e-18
1.55556e+06	1	2.0415e-29	5.76762e-19
1.57576e+06	1	2.5189e-30	3.25688e-19
1.59596e+06	1	1.80977e-31	2.02972e-19
1.61616e+06	1	2.20231e-32	1.41909e-19
1.63636e+06	1	1.3416e-32	1.0746e-19
1.65657e+06	1	3.71747e-33	8.47999e-20
1.67677e+06	1	8.24765e-34	6.83218e-20
1.69697e+06	1	1.69912e-34	5.33177e-20
1.71717e+06	1	3.24013e-35	3.92395e-20
1.73737e+06	1	4.6071e-36	2.6822e-20
1.75758e+06	1	5.65053e-38	1.68024e-20
1.77778e+06	1	5.07231e-37	9.8097e-21
1.79798e+06	1	3.59133e-37	5.28882e-21
1.81818e+06	1	1.74064e-37	2.65495e-21
1.83838e+06	1	5.83274e-38	1.26796e-21
1.85859e+06	1	1.06539e-38	5.66377e-22
1.87879e+06	1	6.79868e-40	2.40316e-22
1.89899e+06	1	1.16026e-39	1.00146e-22
1.91919e+06	1	4.79649e-40	4.30017e-23
1.93939e+06	1	1.51743e-40	2.0202e-23
1.9596e+06	1	3.71064e-41	1.0201e-23
1.9798e+06	1	4.50557e-42	5.31467e-24
2e+06	1	5.41579e-43	2.73868e-24
