(1,0)	(1,0)
(1,2.91016e-17)	(1,-5.06685e-17)
(1,-2.34453e-16)	(1,-2.49917e-16)
(1,1.50687e-17)	(0.999999,7.11216e-16)
(1,-5.23485e-16)	(0.999998,-1.58189e-15)
(1,1.40257e-16)	(0.999995,-1.59306e-15)
(1,-7.10387e-16)	(0.999989,-6.39172e-16)
(1,4.78809e-16)	(0.999979,-4.16079e-16)
(1,1.10715e-15)	(0.999965,2.28138e-15)
(1,1.46367e-16)	(0.999943,1.1121e-15)
(1,-2.06159e-15)	(0.999914,-1.93839e-15)
(1,1.1079e-15)	(0.999874,1.72836e-15)
(1,8.3809e-16)	(0.999821,3.23488e-15)
(1,-2.03976e-15)	(0.999754,-1.53284e-15)
(1,-2.5928e-15)	(0.999669,-5.71189e-15)
(1,1.71987e-15)	(0.999564,6.24436e-15)
(1,-2.16678e-15)	(0.999436,-4.90592e-15)
(1,-2.46167e-15)	(0.999281,-6.07026e-16)
(1,-5.10776e-16)	(0.999097,-4.22418e-16)
(1,-4.48603e-15)	(0.998879,-8.58989e-15)
(1,-5.80587e-16)	(0.998624,-5.84604e-15)
(1,4.2432e-15)	(0.998328,7.75747e-15)
(1,-8.1623e-16)	(0.997986,-8.9271e-16)
(1,-3.32372e-15)	(0.997595,-7.16439e-15)
(1,2.94026e-19)	(0.99715,-2.18605e-15)
(1,9.26531e-16)	(0.996646,1.14384e-15)
(1,-1.97948e-16)	(0.996077,2.08397e-15)
(1,2.65659e-15)	(0.99544,6.2657e-15)
(1,1.1193e-15)	(0.994729,-3.42717e-15)
(1,-2.58198e-15)	(0.993938,-3.11188e-15)
(1,-2.95745e-15)	(0.993061,-4.43042e-15)
(1,-6.90545e-16)	(0.992094,-4.09005e-15)
(1,-3.12328e-15)	(0.991029,-5.1291e-15)
(1,-3.67668e-15)	(0.989862,-9.99202e-15)
(1,-2.59598e-15)	(0.988585,-3.73022e-15)
(1,-2.81953e-15)	(0.987193,-3.37485e-15)
(1,-1.19453e-15)	(0.985679,-2.62279e-15)
(1,-7.40101e-16)	(0.984036,-2.59722e-15)
(1,-3.74634e-15)	(0.982258,-1.06079e-14)
(1,-1.0767e-15)	(0.980338,-7.41443e-15)
(1,-4.29788e-15)	(0.978269,-1.00996e-14)
(1,-3.32055e-15)	(0.976045,-7.78842e-15)
(1,2.01953e-15)	(0.973658,8.63257e-16)
(1,-2.08633e-15)	(0.971102,-5.06129e-15)
(1,-2.12994e-15)	(0.96837,-5.08948e-15)
(1,3.77819e-15)	(0.965454,8.49434e-15)
(1,-2.00626e-15)	(0.962347,-3.4531e-15)
(1,1.80606e-15)	(0.959044,3.78706e-15)
(1,4.09595e-15)	(0.955536,7.95508e-15)
(1,2.40861e-15)	(0.951817,4.45377e-15)
(1,-5.13791e-17)	(0.947881,-8.62059e-16)
(1,-3.38581e-15)	(0.943721,-6.45037e-15)
(1,4.98962e-16)	(0.93933,2.33994e-15)
(1,-5.33228e-16)	(0.934702,-3.25358e-15)
(1,9.52062e-16)	(0.929832,-1.91772e-15)
(1,4.56526e-15)	(0.924712,7.83605e-15)
(1,-2.81405e-15)	(0.919339,-5.74483e-15)
(1,-8.32492e-16)	(0.913705,-3.47803e-15)
(1,5.27664e-15)	(0.907807,1.1833e-14)
(1,1.01753e-16)	(0.90164,-3.63874e-15)
(1,-4.11981e-15)	(0.895198,-6.38487e-15)
(1,3.86924e-16)	(0.888479,1.82991e-16)
(1,1.0815e-15)	(0.881478,1.34446e-15)
(1,1.0302e-15)	(0.874193,-7.77522e-16)
(1,2.87467e-15)	(0.86662,2.66255e-15)
(1,-1.59417e-15)	(0.858758,-6.01264e-15)
(1,-1.69375e-15)	(0.850605,-3.13263e-15)
(1,-5.91248e-15)	(0.842159,-7.03161e-15)
(1,-3.70765e-15)	(0.83342,-5.57228e-15)
(1,-2.56563e-15)	(0.824388,-5.91842e-15)
(1,2.77396e-16)	(0.815063,2.64061e-15)
(1,6.08958e-16)	(0.805448,3.67376e-15)
(1,3.9014e-15)	(0.795543,8.77328e-15)
(1,-2.19295e-15)	(0.785351,-2.65674e-15)
(1,-1.80009e-15)	(0.774876,3.75993e-16)
(1,3.29587e-15)	(0.764121,2.3249e-15)
(1,2.40708e-15)	(0.753092,6.34039e-15)
(1,2.43357e-15)	(0.741794,1.80272e-15)
(1,-3.90423e-15)	(0.730232,-3.7908e-15)
(1,5.60769e-16)	(0.718414,-9.8131e-17)
(1,-1.28673e-15)	(0.706348,2.02192e-15)
(1,-4.38714e-15)	(0.694042,-3.76993e-15)
