(1,-3.30149e-15)	(0.681505,-3.99015e-15)
(1,-1.02295e-15)	(0.668747,6.18118e-18)
(1,9.39944e-16)	(0.655779,-1.69517e-15)
(1,-5.66036e-15)	(0.642613,-6.47539e-15)
(1,-1.54116e-15)	(0.62926,-4.57878e-15)
(1,-2.37036e-15)	(0.615733,-3.22677e-15)
(1,-1.50875e-15)	(0.602046,5.67415e-16)
(1,2.12607e-16)	(0.588213,-8.86334e-16)
(1,4.3989e-16)	(0.574248,-1.20846e-15)
(1,3.91772e-15)	(0.560167,5.9077e-15)
(1,3.45839e-15)	(0.545985,4.17478e-15)
(1,4.75509e-16)	(0.531719,-8.65616e-16)
(1,1.14681e-15)	(0.517386,-2.91304e-16)
(1,1.39339e-15)	(0.503002,1.74319e-15)
(1,-2.83629e-15)	(0.488586,-2.90529e-15)
(1,4.58983e-16)	(0.474154,8.18676e-16)
(1,-8.51481e-16)	(0.459724,-1.5301e-15)
(1,-5.2373e-15)	(0.445316,-2.67389e-15)
(1,4.80874e-15)	(0.430946,2.54536e-15)
