0	1	1
20202	0.998612	0.997848
40404	0.983389	0.984694
60606.1	0.934298	0.980907
80808.1	0.848065	0.989346
101010	0.74669	0.986971
121212	0.663533	0.973437
141414	0.618763	0.949188
161616	0.61226	0.924649
181818	0.626123	0.902395
202020	0.631289	0.877418
222222	0.604682	0.839508
242424	0.544508	0.796137
262626	0.466416	0.7538
282828	0.386673	0.70558
303030	0.311412	0.660716
323232	0.240103	0.610568
343434	0.17395	0.55751
363636	0.117823	0.505719
383838	0.0761372	0.447584
404040	0.0487069	0.391063
424242	0.0317979	0.337727
444444	0.0211617	0.287706
464646	0.0138442	0.240714
484848	0.00847541	0.195968
505051	0.00467967	0.155343
525253	0.00229061	0.12141
545455	0.000990907	0.094233
565657	0.00038035	0.071034
585859	0.0001382	0.0519353
606061	6.44914e-05	0.0366307
626263	5.09559e-05	0.025138
646465	4.87761e-05	0.0170936
666667	4.39232e-05	0.0112118
686869	3.66734e-05	0.00706261
707071	2.93191e-05	0.00427449
727273	2.26962e-05	0.00250437
747475	1.67733e-05	0.00144845
767677	1.15787e-05	0.000825314
787879	7.38326e-06	0.00046495
808081	4.37472e-06	0.000264219
828283	2.4406e-06	0.000156683
848485	1.29483e-06	9.80063e-05
868687	6.54483e-07	6.46985e-05
888889	3.14477e-07	4.38989e-05
909091	1.44281e-07	2.95898e-05
929293	6.44352e-08	1.97863e-05
949495	2.88215e-08	1.28723e-05
969697	1.32525e-08	8.3032e-06
989899	6.3327e-09	5.56188e-06
1.0101e+06	3.12148e-09	4.07309e-06
1.0303e+06	1.55477e-09	3.45267e-06
1.05051e+06	7.64269e-10	3.33637e-06
1.07071e+06	3.6459e-10	3.50121e-06
1.09091e+06	1.67684e-10	3.8445e-06
1.11111e+06	7.42674e-11	4.32245e-06
1.13131e+06	3.16389e-11	4.85288e-06
1.15152e+06	1.29304e-11	5.34527e-06
1.17172e+06	5.06786e-12	5.74425e-06
1.19192e+06	1.91673e-12	6.00315e-06
1.21212e+06	7.08971e-13	6.23719e-06
1.23232e+06	2.60203e-13	6.33459e-06
1.25253e+06	9.54368e-14	6.19153e-06
1.27273e+06	3.49434e-14	5.85547e-06
1.29293e+06	1.26916e-14	5.34075e-06
1.31313e+06	4.5187e-15	4.81455e-06
1.33333e+06	1.55234e-15	4.27131e-06
1.35354e+06	5.0676e-16	3.67135e-06
1.37374e+06	1.55162e-16	3.0594e-06
1.39394e+06	4.41297e-17	2.48411e-06
1.41414e+06	1.16015e-17	1.98262e-06
1.43434e+06	2.82631e-18	1.55626e-06
1.45455e+06	6.44127e-19	1.1975e-06
1.47475e+06	1.39567e-19	8.91885e-07
1.49495e+06	2.93719e-20	6.52156e-07
1.51515e+06	6.17418e-21	4.68227e-07
1.53535e+06	1.34826e-21	3.2847e-07
1.55556e+06	3.19286e-22	2.28489e-07
1.57576e+06	8.29401e-23	1.5559e-07
1.59596e+06	2.27337e-23	1.04774e-07
1.61616e+06	6.17351e-24	6.96882e-08
1.63636e+06	1.57434e-24	4.53057e-08
1.65657e+06	3.68534e-25	2.92158e-08
1.67677e+06	8.18369e-26	1.87379e-08
1.69697e+06	1.91482e-26	1.19487e-08
1.71717e+06	5.19001e-27	7.51082e-09
1.73737e+06	1.55531e-27	4.63662e-09
1.75758e+06	4.55891e-28	2.8153e-09
1.77778e+06	1.20954e-28	1.71393e-09
1.79798e+06	3.05144e-29	1.0488e-09
1.81818e+06	1.02548e-29	6.31645e-10
1.83838e+06	5.74323e-30	3.76766e-10
1.85859e+06	3.74139e-30	2.21425e-10
1.87879e+06	2.26005e-30	1.30675e-10
1.89899e+06	1.22076e-30	7.82892e-11
1.91919e+06	5.88013e-31	4.64596e-11
1.93939e+06	2.52178e-31	2.7352e-11
1.9596e+06	9.68717e-32	1.59778e-11
1.9798e+06	3.40527e-32	9.37319e-12
2e+06	1.13262e-32	5.57657e-12
