2.94261 2.05091 4.19099 
2.58593 2.40759 4.90435 
4.01265 1.69423 4.54767 
5.26103 1.87257 4.54767 
2.22925 3.65597 5.79605 
3.12095 3.12095 2.22925 
2.40759 2.40759 4.36933 
4.10182 2.31842 2.49676 
2.58593 2.22925 4.36933 
5.61771 6.50941 4.90435 
5.43937 5.79605 6.15273 
4.10182 2.6751 2.14008 
6.86609 3.65597 4.72601 
6.2419 6.06356 4.81518 
3.92348 6.95526 4.10182 
6.2419 3.74514 2.49676 
1.96174 5.17186 3.21012 
1.60506 3.92348 4.4585 
4.01265 3.47763 1.69423 
2.85344 4.4585 1.96174 
5.97439 3.65597 6.33107 
2.58593 6.33107 4.90435 
5.3502 1.7834 3.92348 
3.9299678155 2.47257596639 6.31337378189 
3.92348 4.81518 6.95526 
1.87257 4.54767 5.61771 
5.70688 6.59858 3.74514 
4.28016 2.49676 2.14008 
6.33107 4.54767 6.15273 
1.87257 3.83431 5.61771 
4.10182 5.52854 6.77692 
6.77692 5.17186 5.17186 
4.4585 1.7834 5.52854 
2.49676 6.42024 4.63684 
1.51589 4.72601 4.01265 
5.17186 6.42024 5.88522 
4.81518 6.95526 3.5668 
1.60506 5.17186 4.28016 
4.81518 3.5668 1.60506 
2.58593 6.50941 4.72601 
4.90435 4.36933 7.04443 
3.92348 6.95526 3.38846 
3.74514 1.7834 5.52854 
1.60506 3.38846 4.63684 
4.63684 1.60506 3.38846 
2.49676 2.14008 3.5668 
4.19099 5.08269 7.04443 
3.47763 1.69423 3.29929 
1.60506 4.4585 3.21012 
4.90435 3.12095 6.86609 
7.1336 4.4585 3.74514 
4.4585 2.14008 6.2419 
5.3502 4.81518 6.95526 
1.60506 3.21012 4.81518 
2.14008 3.03178 2.6751 
2.94261 2.40759 2.40759 
6.77692 4.10182 2.6751 
6.77692 5.88522 4.10182 
4.36933 3.83431 1.33755 
4.54767 7.22277 3.83431 
7.22277 3.83431 4.54767 
5.79605 6.86609 4.36933 
3.83431 3.83431 7.22277 
3.12095 4.01265 7.04443 
2.6751 1.7834 3.74514 
4.99352 6.95526 5.52854 
5.17186 1.42672 4.81518 
5.70688 4.4585 1.60506 
4.28016 2.31842 1.96174 
5.3502 1.42672 4.28016 
6.15273 1.87257 4.36933 
4.4585 7.31194 4.63684 
6.59858 4.63684 6.2419 
2.49676 1.96174 3.38846 
3.92348 1.24838 4.10182 
4.54767 6.15273 6.68775 
1.33755 3.47763 4.01265 
7.1336 3.21012 4.63684 
2.58593 6.86609 4.36933 
4.36933 1.69423 5.97439 
7.04443 5.61771 4.72601 
4.99352 6.42024 6.42024 
3.29929 4.01265 7.22277 
4.99352 6.59858 6.2419 
4.36933 7.40111 4.54767 
2.22925 3.47763 2.05091 
1.51589 3.65597 2.94261 
4.54767 4.01265 7.40111 
4.99352 6.77692 6.06356 
1.51589 2.76427 4.19099 
4.90435 7.22277 5.26103 
4.72601 1.15921 4.01265 
7.04443 5.61771 5.08269 
2.76427 3.83431 1.51589 
3.03178 2.6751 1.7834 
2.49676 1.60506 4.10182 
1.07004 4.4585 4.81518 
4.72601 5.97439 7.04443 
7.1336 5.88522 4.4585 
4.13932407091 3.41174416888 7.46189823979 
0.98087 4.19099 4.01265 
2.22925 3.83431 1.69423 
4.4585 5.17186 1.07004 
7.04443 5.08269 5.97439 
2.40759 2.22925 2.40759 
7.57945 4.36933 3.65597 
3.12095 3.83431 1.15921 
6.42024 6.77692 4.99352 
3.65597 4.01265 7.57945 
5.52854 6.59858 6.42024 
0.98087 5.08269 4.54767 
7.04443 5.43937 5.97439 
6.77692 6.59858 4.81518 
5.52854 7.31194 5.3502 
3.03178 1.60506 2.49676 
4.10182 0.8917 4.99352 
5.43937 4.36933 7.57945 
7.1336 5.88522 5.52854 
4.28016 7.66862 3.38846 
4.28016 5.17186 0.8917 
0.8917 3.38846 4.28016 
4.19099 7.75779 4.72601 
3.83431 7.75779 4.36933 
3.38846 1.96174 1.7834 
2.14008 3.38846 1.60506 
1.87257 1.87257 3.29929 
7.75779 5.08269 4.54767 
3.70549087165 0.750086086288 4.45557695794 
2.85344 1.07004 3.5668 
4.81518 7.66862 5.3502 
5.79605 5.26103 7.40111 
0.71336 4.10182 4.81518 
0.80253 3.29929 4.01265 
3.74514 2.6751 1.07004 
0.62419 4.01265 4.54767 
0.98087 3.65597 2.76427 
4.19099 3.65597 0.62419 
2.85344 0.8917 3.74514 
3.12095 0.80253 3.47763 
2.76427 0.98087 3.29929 
5.3502 7.31194 6.2419 
0.53502 4.10182 3.92348 
0.53502 4.81518 4.28016 
2.6751 2.14008 1.60506 
5.43937 7.75779 5.26103 
5.52854 5.88522 7.49028 
3.29929 0.62419 3.83431 
4.01265 4.19099 8.11447 
5.88522 7.31194 6.06356 
4.54767 8.11447 4.72601 
3.47763 3.29929 0.62419 
6.86609 6.33107 6.33107 
6.15273 6.33107 7.04443 
6.77692 6.42024 6.42024 
0.8917 3.38846 2.49676 
6.50941 5.97439 7.04443 
2.49676 1.07004 2.85344 
1.24838 1.96174 3.21012 
2.76427 3.12095 0.80253 
5.88522 6.95526 6.77692 
2.76427 2.58593 0.98087 
0.26751 4.01265 3.83431 
3.74514 0.35668 3.38846 
1.33755 2.05091 2.58593 
6.86609 6.50941 6.50941 
3.12095 3.47763 0.44585 
7.66862 5.88522 6.06356 
1.15921 2.94261 1.87257 
6.06356 6.95526 6.95526 
6.06356 6.77692 7.1336 
5.17186 8.38198 4.99352 
0.08917 3.65597 3.65597 
7.04443 6.33107 6.86609 
2.85344 1.07004 1.7834 
6.50941 6.50941 7.22277 
5.65898632267 0.700435726706 6.27025204938 
1.7834 1.60506 1.96174 
6.86609 6.15273 7.22277 
3.74514 0.0 3.74514 
5.26103 5.08269 8.47115 
0.80253 2.05091 2.76427 
1.07004 2.31842 1.96174 
1.24838 2.49676 1.60506 
7.04443 5.79605 7.40111 
2.6751 0.53502 2.49676 
5.91822472004 1.03551087138 6.86456559142 
0.8917 2.6751 1.7834 
2.14008 0.71336 2.49676 
0.71336 1.96174 2.6751 
0.80253 2.58593 1.87257 
2.49676 0.53502 2.31842 
0.62419 2.22925 2.40759 
2.85344 2.6751 0.17834 
5.38544920013 3.49429701499 8.79057621512 
6.50941 7.40111 7.04443 
7.04443 6.50941 7.40111 
2.31842 2.14008 0.53502 
0.62419 1.87257 2.40759 
0.8917 2.31842 1.42672 
6.86609 7.93613 6.15273 
0.80253 2.05091 1.69423 
2.14008 0.8917 1.24838 
1.87257 0.98087 1.33755 
6.86609 8.11447 6.33107 
0.53502 1.96174 1.7834 
0.62419 1.87257 1.69423 
1.07004 1.7834 1.07004 
6.59858 7.66862 7.49028 
6.59858 7.84696 7.31194 
7.04443 7.04443 7.93613 
0.8917 1.24838 1.42672 
6.80996948399 0.448209894288 7.16900937828 
0.98087 0.80253 1.69423 
7.22277 7.93613 7.22277 
0.53502 1.42672 1.24838 
7.01459681844 0.424833531428 7.43943034987 
7.1336 8.20364 7.49028 
0.62419 0.80253 1.33755 
0.8917 0.8917 0.71336 
8.47115 7.22277 7.40111 
0.8917 0.8917 0.35668 
0.80253 0.62419 0.62419 
7.93613 7.93613 8.29281 
7.32908861646 3.18600585771 10.5150944742 
