0	1	1	1	1
8000	0.998072	0.997997	0.996477	0.999952
16000	0.99263	0.992283	0.971675	0.999291
24000	0.983135	0.981251	0.947063	0.99685
32000	0.989659	0.97966	0.975009	0.991721
40000	0.992526	0.975785	0.968773	0.984064
48000	0.99438	0.967254	0.966653	0.975283
56000	0.998389	0.959223	0.947416	0.96739
64000	0.999359	0.955168	0.9485	0.961929
72000	0.998549	0.949038	0.944678	0.959075
80000	0.992328	0.949241	0.931275	0.957416
88000	0.991112	0.938334	0.922361	0.954557
96000	0.989595	0.937153	0.909325	0.948206
104000	0.98923	0.927619	0.882664	0.937117
112000	0.990805	0.913519	0.876634	0.921361
120000	0.995319	0.882046	0.869809	0.901833
128000	0.99363	0.856563	0.846784	0.879407
136000	0.999254	0.846962	0.842883	0.854331
144000	0.987156	0.814155	0.80977	0.826255
152000	0.983112	0.781315	0.754415	0.794812
160000	0.986511	0.747621	0.745749	0.760314
168000	0.998227	0.716562	0.716541	0.724031
176000	0.99177	0.679556	0.676869	0.687852
184000	0.996482	0.644482	0.64448	0.653551
192000	0.989296	0.612935	0.601237	0.622125
200000	0.984141	0.585823	0.58313	0.59356
208000	0.98723	0.55924	0.553167	0.567109
216000	0.986756	0.536224	0.515844	0.541856
224000	0.983065	0.509339	0.494844	0.517263
232000	0.986601	0.488109	0.481513	0.493388
240000	0.998435	0.449857	0.449389	0.470733
248000	0.999941	0.441238	0.440976	0.449865
256000	0.986198	0.425924	0.418688	0.431097
264000	0.992613	0.41162	0.406019	0.414378
272000	0.999793	0.395094	0.395089	0.399438
280000	0.979807	0.379862	0.366573	0.386043
288000	0.999952	0.358407	0.35809	0.374221
296000	0.980924	0.35835	0.356495	0.364284
304000	0.99994	0.35295	0.35295	0.356665
312000	0.980272	0.346307	0.33866	0.351667
320000	0.999948	0.344006	0.343974	0.349261
328000	0.986428	0.344803	0.332858	0.349037
336000	0.996843	0.346581	0.34259	0.350316
344000	0.99903	0.348013	0.347299	0.352355
352000	0.981457	0.349697	0.343951	0.354555
360000	0.999496	0.348743	0.348182	0.356566
368000	0.997794	0.347334	0.34733	0.358228
376000	0.981869	0.353215	0.34976	0.359427
384000	0.9985	0.356796	0.356468	0.359974
392000	0.998516	0.356449	0.353727	0.359591
400000	0.986219	0.353731	0.339373	0.358009
408000	0.989441	0.351107	0.338391	0.355115
416000	0.998587	0.347686	0.345616	0.35103
424000	0.99753	0.344153	0.343032	0.34607
432000	0.985344	0.337126	0.32889	0.340582
440000	0.987677	0.331465	0.326589	0.334786
448000	0.998197	0.324057	0.324057	0.328693
456000	0.997204	0.31675	0.315313	0.322131
464000	0.993365	0.31105	0.30943	0.314857
472000	0.982403	0.302649	0.298632	0.306663
480000	0.990111	0.293995	0.292477	0.297464
488000	0.997786	0.282839	0.282695	0.2873
496000	0.996705	0.269537	0.269089	0.276294
504000	0.995833	0.261298	0.25921	0.264605
512000	0.986581	0.249054	0.239991	0.252411
520000	0.982778	0.236341	0.224986	0.239915
528000	0.992326	0.225857	0.219082	0.227355
536000	0.997567	0.212243	0.210614	0.21498
544000	0.99657	0.200426	0.199362	0.203011
552000	0.99668	0.18909	0.188163	0.191603
560000	0.992163	0.178854	0.177793	0.180822
568000	0.983726	0.168562	0.165602	0.170663
576000	0.983429	0.159365	0.156713	0.16108
584000	0.991651	0.150474	0.15023	0.152012
592000	0.997237	0.139716	0.13971	0.143386
600000	0.997123	0.132876	0.132876	0.135117
608000	0.996763	0.12533	0.12533	0.127107
616000	0.996625	0.117582	0.117579	0.119262
624000	0.992373	0.110875	0.110673	0.11152
632000	0.98518	0.102468	0.101551	0.10387
640000	0.98203	0.0947526	0.0935169	0.0963605
648000	0.986177	0.088123	0.0869755	0.0890805
656000	0.993251	0.0801698	0.0800997	0.0821189
664000	0.997394	0.0731927	0.0731499	0.075532
672000	0.997705	0.0671273	0.066995	0.0693296
680000	0.997162	0.0609785	0.0609485	0.0634874
688000	0.997396	0.0566001	0.0564827	0.0579749
696000	0.996733	0.0520044	0.0514514	0.0527798
704000	0.993077	0.0472044	0.0465672	0.047912
712000	0.98723	0.0430929	0.0416681	0.0433884
720000	0.982662	0.038788	0.0370096	0.0392127
728000	0.982381	0.0349846	0.0332505	0.0353649
736000	0.986422	0.031544	0.0302001	0.0318086
744000	0.992124	0.0283989	0.0275176	0.0285074
752000	0.996474	0.0253919	0.0249105	0.0254425
760000	0.99822	0.0222685	0.0221185	0.0226177
768000	0.99816	0.01987	0.0197845	0.0200504
776000	0.997821	0.0175692	0.017504	0.0177566
784000	0.997941	0.0155079	0.0154584	0.0157364
792000	0.997972	0.0138178	0.0137738	0.013971
800000	0.996751	0.012262	0.0122207	0.0124277
