0.0 1.0
20202.020202 0.998281481421
40404.040404 0.98346599717
60606.0606061 0.963430940724
80808.0808081 0.956250733477
101010.10101 0.940151297373
121212.121212 0.896088615068
141414.141414 0.832294651429
161616.161616 0.748860546394
181818.181818 0.657714939478
202020.20202 0.581061408617
222222.222222 0.516303302178
242424.242424 0.457180786883
262626.262626 0.40940783324
282828.282828 0.37315494919
303030.30303 0.347923380316
323232.323232 0.337950461012
343434.343434 0.339233284372
363636.363636 0.342148764155
383838.383838 0.342397493607
404040.40404 0.336910737433
424242.424242 0.32422636295
444444.444444 0.308111549803
464646.464646 0.289502198808
484848.484848 0.26589503908
505050.505051 0.237524130831
525252.525253 0.206901901448
545454.545455 0.177329467396
565656.565657 0.151319522437
585858.585859 0.129027268423
606060.606061 0.109477256768
626262.626263 0.0914307974372
646464.646465 0.0744848328408
666666.666667 0.0594912663661
686868.686869 0.0467875812154
707070.707071 0.0360971297657
727272.727273 0.0274144708709
747474.747475 0.0204395129828
767676.767677 0.0148611347908
787878.787879 0.0107198390823
808080.808081 0.007805697868
828282.828283 0.00573006551083
848484.848485 0.00428221247954
868686.868687 0.00326635905764
888888.888889 0.00249501252706
909090.909091 0.00191284248145
929292.929293 0.00148328036762
949494.949495 0.00114278883342
969696.969697 0.000873516566082
989898.989899 0.000667003157264
1010101.0101 0.000499163346849
1030303.0303 0.000365858766192
1050505.05051 0.000266780570822
1070707.07071 0.000191033082787
1090909.09091 0.000134037084729
1111111.11111 9.37161554579e-05
1131313.13131 6.45292081027e-05
1151515.15152 4.34737604748e-05
1171717.17172 2.9068061131e-05
1191919.19192 1.9031427152e-05
1212121.21212 1.2059127692e-05
1232323.23232 7.51377511687e-06
1252525.25253 4.58496098251e-06
1272727.27273 2.71728157072e-06
1292929.29293 1.58848349628e-06
1313131.31313 9.14130455655e-07
1333333.33333 5.14165210186e-07
1353535.35354 2.88353898234e-07
1373737.37374 1.62740712467e-07
1393939.39394 9.1866600479e-08
1414141.41414 5.21456327212e-08
1434343.43434 2.9516286893e-08
1454545.45455 1.63444327591e-08
1474747.47475 8.8675362403e-09
1494949.49495 4.73339710059e-09
1515151.51515 2.47305299438e-09
1535353.53535 1.26681759946e-09
1555555.55556 6.36754389295e-10
1575757.57576 3.15247885318e-10
1595959.59596 1.58268264225e-10
1616161.61616 8.48199340878e-11
1636363.63636 5.10978188066e-11
1656565.65657 3.52402241764e-11
1676767.67677 2.68972389732e-11
1696969.69697 2.15280268337e-11
1717171.71717 1.73362329934e-11
1737373.73737 1.37594486768e-11
1757575.75758 1.07660427261e-11
1777777.77778 8.27693712743e-12
1797979.79798 6.15164649151e-12
1818181.81818 4.40707689147e-12
1838383.83838 3.06075827692e-12
1858585.85859 2.07174699059e-12
1878787.87879 1.40011951532e-12
1898989.89899 9.61249198032e-13
1919191.91919 6.61603004798e-13
1939393.93939 4.54757069779e-13
1959595.9596 3.13531436622e-13
1979797.9798 2.14767839613e-13
2000000.0 1.47500692919e-13
