0	1	1	1	1
100	0.999998	0.999998	1	1
200	0.999975	0.999975	0.999992	1
300	0.999874	0.999874	0.99996	1
400	0.999603	0.999603	0.999872	1
500	0.999036	0.999036	0.999686	1
600	0.998012	0.998012	0.999347	1
700	0.996341	0.996341	0.998787	1
800	0.993807	0.993807	0.997925	1
900	0.990172	0.990171	0.996669	1
1000	0.985177	0.985177	0.994915	1
1100	0.978555	0.978555	0.981691	1
1200	0.970033	0.970032	0.974416	1
1300	0.959338	0.959337	0.96528	1
1400	0.946209	0.946208	0.954054	1
1500	0.930402	0.930401	0.940518	1
1600	0.911702	0.9117	0.924471	1
1700	0.889925	0.889923	0.905733	1
1800	0.864935	0.864933	0.884155	1
1900	0.836644	0.836641	0.859619	1
2000	0.805022	0.80502	0.832047	1
2100	0.770104	0.770101	0.784738	1
2200	0.731989	0.731986	0.74864	1
2300	0.690845	0.690842	0.709503	1
2400	0.64691	0.646907	0.654143	1
2500	0.600485	0.600482	0.608329	0.999999
2600	0.551932	0.551929	0.560299	0.999999
2700	0.501666	0.501663	0.510438	0.999999
2800	0.450148	0.450145	0.459176	0.999999
2900	0.39787	0.397868	0.406974	0.999999
3000	0.345347	0.345345	0.350666	0.999999
3100	0.293102	0.293101	0.2982	0.999999
3200	0.241654	0.241653	0.246379	0.999999
3300	0.191503	0.191502	0.195695	0.999998
3400	0.14312	0.14312	0.146614	0.999998
3500	0.0969359	0.0969361	0.0995654	0.999998
3600	0.0533334	0.0533338	0.0328932	0.999998
3700	0.0126383	0.0126388	0.00139604	0.999998
3800	0.0248836	0.0248839	0.00450402	0.999997
3900	0.0590294	0.0590303	0.0223774	0.999997
4000	0.0896583	0.0896603	0.0474867	0.999997
4100	0.11669	0.116694	0.0763215	0.999996
4200	0.140102	0.140108	0.107026	0.999996
4300	0.159923	0.159931	0.131384	0.999996
4400	0.176226	0.176236	0.160793	0.999995
4500	0.189125	0.189139	0.189794	0.999995
4600	0.198767	0.198785	0.19925	0.999994
4700	0.205326	0.205348	0.205882	0.999994
4800	0.208995	0.209023	0.209626	0.999993
4900	0.209987	0.21002	0.210692	0.999993
5000	0.208525	0.208564	0.209301	0.999992
5100	0.204841	0.204886	0.205685	0.999992
5200	0.199175	0.199226	0.20008	0.999991
5300	0.19177	0.191828	0.19273	0.99999
5400	0.182872	0.182936	0.183879	0.999989
5500	0.172728	0.172799	0.173773	0.999989
5600	0.161585	0.161662	0.162656	0.999988
5700	0.149686	0.149769	0.150771	0.999987
5800	0.13727	0.137358	0.135595	0.999986
5900	0.124566	0.124659	0.123019	0.999985
6000	0.111797	0.111894	0.110388	0.999984
6100	0.0991685	0.0992683	0.0979053	0.999983
6200	0.0868713	0.0869731	0.0840047	0.999982
6300	0.0750762	0.0751789	0.0725384	0.999981
6400	0.063932	0.0640341	0.0617239	0.99998
6500	0.0535625	0.0536629	0.0501492	0.999978
6600	0.0440656	0.044163	0.0411902	0.999977
6700	0.0355123	0.0356052	0.0331453	0.999976
6800	0.0279459	0.0280331	0.0260484	0.999974
6900	0.0213834	0.0214637	0.0105337	0.999973
7000	0.0158166	0.0158888	0.00367823	0.999971
7100	0.0112141	0.0112773	0.00122148	0.99997
7200	0.00752443	0.00757777	0.000352422	0.999968
7300	0.00467888	0.00472169	9.2394e-05	0.999966
7400	0.00259512	0.00259532	1.88689e-05	0.999964
7500	0.0011809	0.00118099	2.52889e-06	0.999962
7600	0.000337622	0.000337641	1.23411e-07	0.99996
7700	3.61063e-05	3.6118e-05	6.85459e-10	0.999958
7800	4.12215e-05	4.12279e-05	1.50634e-10	0.999956
7900	0.000224699	0.000204917	1.21388e-08	0.999954
8000	0.000669927	0.000640115	2.37866e-07	0.999952
8100	0.00121061	0.00117247	1.13579e-06	0.999949
8200	0.00177234	0.00172711	3.09237e-06	0.999947
8300	0.00229121	0.00224014	6.11151e-06	0.999944
8400	0.00271445	0.00265886	9.69883e-06	0.999942
8500	0.00300067	0.00294188	1.29602e-05	0.999939
8600	0.00311966	0.00305903	1.48687e-05	0.999936
8700	0.00305193	0.0029908	1.46272e-05	0.999933
8800	0.00278792	0.00272766	1.20347e-05	0.99993
8900	0.00232708	0.00226913	7.7485e-06	0.999927
9000	0.00167664	0.00162287	3.2838e-06	0.999923
9100	0.000850336	0.00080556	4.92268e-07	0.99992
9200	0.000132957	0.000132982	2.40465e-09	0.999917
9300	0.00125072	0.00125079	2.50242e-06	0.999913
9400	0.00247828	0.00247839	2.52888e-05	0.999909
9500	0.00379026	0.00382782	0.000124176	0.999905
9600	0.00516213	0.00519317	0.000449646	0.999902
9700	0.00657161	0.00659628	0.00143764	0.999897
9800	0.00800007	0.00801849	0.00449865	0.999893
9900	0.00943386	0.00944618	0.00785589	0.999889
10000	0.0108655	0.0108719	0.00918647	0.999885
