0	(1,0)	(1,0)
100	(1,0)	(1,1.46564e-15)
200	(1,0)	(0.999999,-7.10586e-16)
300	(1,0)	(0.999997,3.96185e-15)
400	(1,0)	(0.999992,5.29371e-15)
500	(1,0)	(0.99998,-3.63964e-15)
600	(1,0)	(0.999958,-1.68359e-14)
700	(1,0)	(0.999923,-8.95266e-15)
800	(1,0)	(0.999868,1.76629e-14)
900	(1,0)	(0.999789,1.75061e-15)
1000	(1,0)	(0.999678,-1.92309e-14)
1100	(1,0)	(0.999529,-1.71654e-14)
1200	(1,0)	(0.999333,-6.1797e-15)
1300	(1,0)	(0.999083,-2.98104e-14)
1400	(1,0)	(0.998768,-2.12984e-14)
1500	(1,0)	(0.998378,-1.86524e-14)
1600	(1,0)	(0.997904,4.90618e-14)
1700	(1,0)	(0.997333,3.92381e-14)
1800	(1,0)	(0.996653,1.24351e-15)
1900	(1,0)	(0.995853,4.99288e-16)
2000	(1,0)	(0.994919,-2.88028e-14)
2100	(1,0)	(0.993837,1.54447e-14)
2200	(1,0)	(0.992593,-4.85585e-15)
2300	(1,0)	(0.991173,-2.23737e-14)
2400	(1,0)	(0.989563,-2.53436e-14)
2500	(1,0)	(0.987746,3.66371e-15)
2600	(1,0)	(0.985707,6.94679e-15)
2700	(1,0)	(0.983431,1.27406e-14)
2800	(1,0)	(0.980901,-2.55953e-15)
2900	(1,0)	(0.978102,-2.5702e-15)
3000	(1,0)	(0.975018,-5.36073e-15)
3100	(1,0)	(0.971632,1.58446e-14)
3200	(1,0)	(0.967929,1.19793e-14)
3300	(1,0)	(0.963892,3.33364e-15)
3400	(1,0)	(0.959508,-3.65689e-15)
3500	(1,0)	(0.954759,5.75304e-15)
3600	(1,0)	(0.949633,-9.94292e-15)
3700	(1,0)	(0.944116,-4.5093e-15)
3800	(1,0)	(0.938192,8.98123e-16)
3900	(1,0)	(0.931852,-2.9162e-15)
4000	(1,0)	(0.925081,8.15492e-15)
4100	(1,0)	(0.917871,-3.46842e-15)
4200	(1,0)	(0.910211,-1.12342e-14)
4300	(1,0)	(0.902093,1.08518e-14)
4400	(1,0)	(0.893509,-5.83036e-15)
4500	(1,0)	(0.884454,-1.53376e-14)
4600	(1,0)	(0.874923,2.20559e-15)
4700	(1,0)	(0.864913,3.95108e-16)
4800	(1,0)	(0.854423,-1.12021e-14)
4900	(1,0)	(0.843454,-3.15408e-15)
5000	(1,0)	(0.832007,6.19805e-15)
5100	(1,0)	(0.820087,-5.03885e-15)
5200	(1,0)	(0.807699,-2.6786e-15)
5300	(1,0)	(0.79485,3.03045e-15)
5400	(1,0)	(0.781551,6.70327e-15)
5500	(1,0)	(0.767813,-2.8634e-16)
5600	(1,0)	(0.753649,3.85691e-15)
5700	(1,0)	(0.739075,1.79502e-15)
5800	(1,0)	(0.724108,1.00795e-14)
5900	(1,0)	(0.708766,-5.61444e-15)
6000	(1,0)	(0.693072,-1.89017e-15)
6100	(1,0)	(0.677047,-8.08256e-16)
6200	(1,0)	(0.660716,-1.55558e-14)
6300	(1,0)	(0.644104,-1.92655e-15)
6400	(1,0)	(0.62724,-2.81751e-15)
6500	(1,0)	(0.610151,-1.17422e-14)
6600	(1,0)	(0.592867,-3.52914e-15)
6700	(1,0)	(0.575421,-1.52616e-15)
6800	(1,0)	(0.557842,-8.21454e-16)
6900	(1,0)	(0.540165,-3.80014e-15)
7000	(1,0)	(0.522421,-1.45119e-15)
7100	(1,0)	(0.504645,2.55562e-15)
7200	(1,0)	(0.486871,-4.62555e-15)
7300	(1,0)	(0.469132,-1.9496e-15)
7400	(1,0)	(0.451461,-4.65086e-15)
7500	(1,0)	(0.433893,-3.25807e-15)
7600	(1,0)	(0.41646,6.39139e-16)
7700	(1,0)	(0.399194,-3.74673e-17)
7800	(1,0)	(0.382127,-5.31386e-15)
7900	(1,0)	(0.365288,-6.01483e-15)
8000	(1,0)	(0.348707,2.84368e-15)
8100	(1,0)	(0.33241,-3.42905e-15)
8200	(1,0)	(0.316425,-1.68428e-15)
8300	(1,0)	(0.300776,1.49708e-15)
8400	(1,0)	(0.285485,1.62541e-15)
8500	(1,0)	(0.270573,-2.80591e-15)
8600	(1,0)	(0.25606,1.28323e-16)
8700	(1,0)	(0.241962,-5.45514e-15)
8800	(1,0)	(0.228294,-6.34038e-16)
8900	(1,0)	(0.21507,-2.90697e-16)
9000	(1,0)	(0.2023,-1.28383e-15)
9100	(1,0)	(0.189992,-4.82449e-15)
9200	(1,0)	(0.178154,-1.73123e-16)
9300	(1,0)	(0.16679,-1.49126e-15)
9400	(1,0)	(0.155903,2.65305e-16)
9500	(1,0)	(0.145494,-1.56997e-15)
9600	(1,0)	(0.13556,-1.92318e-15)
9700	(1,0)	(0.126101,-8.72888e-16)
9800	(1,0)	(0.11711,1.01139e-15)
9900	(1,0)	(0.108582,-2.16153e-15)
10000	(1,0)	(0.100509,1.34758e-15)
