(1,0)	(1,0)	(1,0)	1	1
(1,0)	(0.999952,2.46141e-17)	(0.999952,2.35636e-16)	0.999952	0.998281
(1,0)	(0.999291,8.81648e-17)	(0.999291,1.3394e-17)	0.999291	0.983466
(1,0)	(0.99685,-8.41638e-17)	(0.99685,2.09652e-16)	0.99685	0.963431
(1,0)	(0.991721,-3.33344e-16)	(0.991721,6.53275e-17)	0.991721	0.956251
(1,0)	(0.984064,-2.41057e-16)	(0.984065,1.21424e-15)	0.984064	0.940151
(1,0)	(0.975283,-1.31018e-16)	(0.975285,-2.87229e-16)	0.975283	0.896089
(1,0)	(0.96739,-5.68011e-17)	(0.967394,2.03987e-16)	0.96739	0.832295
(1,0)	(0.961929,6.09432e-16)	(0.961939,-1.86297e-15)	0.961929	0.748861
(1,0)	(0.959075,-6.04545e-16)	(0.959092,1.77343e-15)	0.959075	0.657715
(1,0)	(0.957416,-2.31251e-16)	(0.957446,3.03856e-16)	0.957416	0.581061
(1,0)	(0.954557,6.04239e-17)	(0.954603,3.9133e-16)	0.954557	0.516303
(1,0)	(0.948206,3.30701e-16)	(0.948276,-1.56545e-16)	0.948206	0.457181
(1,0)	(0.937117,-3.00158e-16)	(0.937218,-7.09525e-16)	0.937117	0.409408
(1,0)	(0.921361,1.50072e-16)	(0.921501,-5.5848e-16)	0.921361	0.373155
(1,0)	(0.901833,3.31289e-16)	(0.902023,-4.58799e-16)	0.901833	0.347923
(1,0)	(0.879407,2.63405e-16)	(0.879657,9.6104e-17)	0.879407	0.33795
(1,0)	(0.854331,2.50309e-16)	(0.854657,-4.19254e-16)	0.854331	0.339233
(1,0)	(0.826255,4.68434e-16)	(0.826671,-1.25021e-15)	0.826255	0.342149
(1,0)	(0.794812,1.2651e-16)	(0.795333,5.49107e-16)	0.794812	0.342397
(1,0)	(0.760314,-2.90036e-16)	(0.760956,-1.08306e-16)	0.760314	0.336911
(1,0)	(0.724031,-3.04379e-16)	(0.724812,1.00247e-15)	0.724031	0.324226
(1,0)	(0.687852,-2.37732e-16)	(0.68879,3.11533e-16)	0.687852	0.308112
(1,0)	(0.653551,5.68346e-16)	(0.654667,-5.71823e-16)	0.653551	0.289502
(1,0)	(0.622125,4.74998e-17)	(0.623442,-7.9112e-16)	0.622125	0.265895
(1,0)	(0.59356,1.57829e-16)	(0.595106,-1.06655e-15)	0.59356	0.237524
(1,0)	(0.567109,-4.07987e-16)	(0.568911,1.19619e-15)	0.567109	0.206902
(1,0)	(0.541856,8.82206e-17)	(0.54394,2.40541e-16)	0.541856	0.177329
(1,0)	(0.517263,-8.00447e-17)	(0.519652,8.26127e-16)	0.517263	0.15132
(1,0)	(0.493388,-2.35723e-16)	(0.496104,3.23433e-16)	0.493388	0.129027
(1,0)	(0.470733,2.00257e-16)	(0.473799,-5.15267e-16)	0.470733	0.109477
(1,0)	(0.449865,9.45191e-17)	(0.453308,-9.2194e-16)	0.449865	0.0914308
(1,0)	(0.431097,-1.94618e-16)	(0.434948,2.74595e-16)	0.431097	0.0744848
(1,0)	(0.414378,2.53471e-16)	(0.418671,3.12095e-17)	0.414378	0.0594913
(1,0)	(0.399438,8.5842e-17)	(0.404204,5.41692e-16)	0.399438	0.0467876
(1,0)	(0.386043,-3.13131e-16)	(0.391316,4.26112e-16)	0.386043	0.0360971
(1,0)	(0.374221,-3.92777e-16)	(0.380037,1.20559e-15)	0.374221	0.0274145
(1,0)	(0.364284,1.53532e-16)	(0.370687,-6.08712e-16)	0.364284	0.0204395
(1,0)	(0.356665,-9.40889e-17)	(0.363716,-1.94758e-16)	0.356665	0.0148611
(1,0)	(0.351667,-2.67819e-16)	(0.359446,2.92446e-16)	0.351667	0.0107198
(1,0)	(0.349261,-1.27662e-16)	(0.357861,-1.29717e-16)	0.349261	0.0078057
(1,0)	(0.349037,1.79782e-16)	(0.358562,-2.33364e-16)	0.349037	0.00573007
(1,0)	(0.350316,-2.67804e-16)	(0.360865,7.08512e-16)	0.350316	0.00428221
(1,0)	(0.352355,3.43309e-17)	(0.364018,-3.29784e-17)	0.352355	0.00326636
(1,0)	(0.354555,-1.89959e-16)	(0.367411,8.1955e-16)	0.354555	0.00249501
(1,0)	(0.356566,2.21638e-16)	(0.370684,-2.29464e-16)	0.356566	0.00191284
(1,0)	(0.358228,1.44277e-17)	(0.373673,2.11843e-16)	0.358228	0.00148328
(1,0)	(0.359427,1.40112e-16)	(0.376262,-5.98325e-16)	0.359427	0.00114279
(1,0)	(0.359974,4.53558e-16)	(0.378251,-3.61496e-16)	0.359974	0.000873517
(1,0)	(0.359591,5.26022e-16)	(0.379344,-1.35565e-15)	0.359591	0.000667003
(1,0)	(0.358009,-4.10313e-16)	(0.379249,4.47094e-16)	0.358009	0.000499163
(1,0)	(0.355115,-1.71044e-17)	(0.377835,-2.10258e-16)	0.355115	0.000365859
(1,0)	(0.35103,-1.17423e-16)	(0.375216,6.49525e-16)	0.35103	0.000266781
(1,0)	(0.34607,3.6543e-16)	(0.371713,-8.64805e-16)	0.34607	0.000191033
(1,0)	(0.340582,-4.51689e-16)	(0.367691,6.63777e-16)	0.340582	0.000134037
(1,0)	(0.334786,5.06757e-17)	(0.36338,-2.94665e-16)	0.334786	9.37162e-05
(1,0)	(0.328693,-2.47176e-16)	(0.358785,-9.53523e-17)	0.328693	6.45292e-05
(1,0)	(0.322131,9.47326e-17)	(0.353715,-1.11174e-16)	0.322131	4.34738e-05
(1,0)	(0.314857,-1.56698e-16)	(0.347888,1.31737e-15)	0.314857	2.90681e-05
(1,0)	(0.306663,2.62432e-16)	(0.341059,-7.76712e-16)	0.306663	1.90314e-05
(1,0)	(0.297464,9.44659e-17)	(0.333108,1.83619e-16)	0.297464	1.20591e-05
(1,0)	(0.2873,-2.65405e-16)	(0.324054,1.18178e-16)	0.2873	7.51378e-06
(1,0)	(0.276294,-5.93602e-17)	(0.314008,5.23599e-17)	0.276294	4.58496e-06
(1,0)	(0.264605,-1.32145e-16)	(0.303123,4.46756e-17)	0.264605	2.71728e-06
(1,0)	(0.252411,1.54675e-17)	(0.291577,-4.04956e-16)	0.252411	1.58848e-06
(1,0)	(0.239915,2.31793e-16)	(0.279583,-4.38457e-16)	0.239915	9.1413e-07
(1,0)	(0.227355,8.59001e-17)	(0.267398,-6.51015e-16)	0.227355	5.14165e-07
(1,0)	(0.21498,3.45559e-17)	(0.2553,-2.13381e-16)	0.21498	2.88354e-07
(1,0)	(0.203011,-2.55028e-17)	(0.243548,-3.91801e-16)	0.203011	1.62741e-07
(1,0)	(0.191603,-9.30919e-17)	(0.232325,1.94606e-17)	0.191603	9.18666e-08
(1,0)	(0.180822,9.32876e-18)	(0.221718,-2.65089e-16)	0.180822	5.21456e-08
(1,0)	(0.170663,1.37372e-17)	(0.211729,-5.65444e-16)	0.170663	2.95163e-08
(1,0)	(0.16108,3.11357e-17)	(0.20231,-2.06439e-16)	0.16108	1.63444e-08
(1,0)	(0.152012,-1.15115e-16)	(0.193391,3.91844e-16)	0.152012	8.86754e-09
(1,0)	(0.143386,-1.10838e-17)	(0.184887,-8.25073e-17)	0.143386	4.7334e-09
(1,0)	(0.135117,-1.2447e-16)	(0.176691,2.22849e-16)	0.135117	2.47305e-09
(1,0)	(0.127107,-2.2234e-18)	(0.168674,-4.29021e-17)	0.127107	1.26682e-09
(1,0)	(0.119262,-4.31603e-17)	(0.160707,1.85659e-16)	0.119262	6.36754e-10
(1,0)	(0.11152,-1.61634e-17)	(0.152691,2.79279e-16)	0.11152	3.15248e-10
(1,0)	(0.10387,-2.4174e-18)	(0.1446,9.12617e-18)	0.10387	1.58268e-10
(1,0)	(0.0963605,2.237e-17)	(0.136486,3.32611e-16)	0.0963605	8.48199e-11
(1,0)	(0.0890805,4.14112e-17)	(0.128462,8.79132e-17)	0.0890805	5.10978e-11
(1,0)	(0.0821189,-8.91273e-17)	(0.120653,1.61739e-16)	0.0821189	3.52402e-11
(1,0)	(0.075532,-2.01755e-17)	(0.113143,1.87431e-16)	0.075532	2.68972e-11
(1,0)	(0.0693296,-4.87758e-18)	(0.105954,-2.20899e-17)	0.0693296	2.1528e-11
