(1,0)	(1,0)	(1,0)	1	1
(1,0)	(0.998294,5.91601e-17)	(0.998294,-1.13721e-15)	0.998294	0.998281
(1,0)	(0.983549,-3.19673e-16)	(0.98355,2.43639e-15)	0.983549	0.983466
(1,0)	(0.963668,-2.2109e-16)	(0.963678,2.4053e-15)	0.963668	0.963431
(1,0)	(0.956744,-9.05635e-18)	(0.956783,2.17839e-15)	0.956744	0.956251
(1,0)	(0.94099,-5.46527e-16)	(0.941098,2.40845e-15)	0.94099	0.940151
(1,0)	(0.897322,2.40723e-16)	(0.897558,-2.63772e-15)	0.897322	0.896089
(1,0)	(0.833939,-8.62016e-17)	(0.834392,-9.42002e-16)	0.833939	0.832295
(1,0)	(0.750884,-1.42917e-16)	(0.751663,1.62217e-15)	0.750884	0.748861
(1,0)	(0.660056,3.74841e-17)	(0.661278,-1.27635e-15)	0.660056	0.657715
(1,0)	(0.583713,-9.74689e-16)	(0.585532,7.82864e-15)	0.583713	0.581061
(1,0)	(0.519262,-1.89779e-16)	(0.521853,1.66326e-15)	0.519262	0.516303
(1,0)	(0.460412,1.01293e-16)	(0.463937,-3.06621e-15)	0.460412	0.457181
(1,0)	(0.412926,2.03221e-17)	(0.417581,8.03632e-16)	0.412926	0.409408
(1,0)	(0.377011,-3.86206e-16)	(0.383033,1.82148e-15)	0.377011	0.373155
(1,0)	(0.352206,2.19159e-16)	(0.359891,-1.37221e-15)	0.352206	0.347923
(1,0)	(0.342855,-1.13189e-16)	(0.352721,-6.89251e-16)	0.342855	0.33795
(1,0)	(0.344984,2.84078e-16)	(0.357703,-2.39257e-15)	0.344984	0.339233
(1,0)	(0.34886,-1.81881e-16)	(0.365077,2.44284e-15)	0.34886	0.342149
(1,0)	(0.350103,-1.50329e-16)	(0.370317,3.70105e-16)	0.350103	0.342397
(1,0)	(0.34555,9.7048e-17)	(0.370059,9.90422e-16)	0.34555	0.336911
(1,0)	(0.333642,-2.91884e-16)	(0.362795,1.82481e-15)	0.333642	0.324226
(1,0)	(0.318193,1.60731e-16)	(0.351701,-1.991e-15)	0.318193	0.308112
(1,0)	(0.300129,-3.42212e-16)	(0.336774,1.6103e-15)	0.300129	0.289502
(1,0)	(0.276798,-4.23355e-16)	(0.316667,2.24414e-15)	0.276798	0.265895
(1,0)	(0.248356,-1.1893e-17)	(0.291824,7.59289e-16)	0.248356	0.237524
(1,0)	(0.217354,5.44719e-17)	(0.262719,-6.07599e-16)	0.217354	0.206902
(1,0)	(0.187216,3.11283e-16)	(0.233762,-3.13819e-15)	0.187216	0.177329
(1,0)	(0.160597,2.67093e-17)	(0.20877,1.01875e-16)	0.160597	0.15132
(1,0)	(0.137697,-6.4794e-17)	(0.185474,7.14642e-16)	0.137697	0.129027
(1,0)	(0.117512,-4.42335e-17)	(0.162646,5.41595e-16)	0.117512	0.109477
(1,0)	(0.0987388,-8.45636e-17)	(0.141213,3.46286e-16)	0.0987388	0.0914308
(1,0)	(0.0809515,4.35423e-17)	(0.120615,-3.19336e-16)	0.0809515	0.0744848
(1,0)	(0.0650878,2.44e-17)	(0.101574,-7.53048e-17)	0.0650879	0.0594913
(1,0)	(0.0515468,5.82591e-17)	(0.0850945,-8.02754e-16)	0.0515468	0.0467876
(1,0)	(0.0400588,-3.80436e-17)	(0.070132,3.77879e-16)	0.0400589	0.0360971
(1,0)	(0.0306539,4.47072e-17)	(0.0564659,-5.32129e-16)	0.0306538	0.0274145
(1,0)	(0.0230345,1.39557e-17)	(0.0447642,-1.35457e-16)	0.0230345	0.0204395
(1,0)	(0.0168844,9.47735e-18)	(0.0350198,-8.80821e-17)	0.0168844	0.0148611
(1,0)	(0.0122819,-4.33958e-18)	(0.027373,-6.26125e-17)	0.0122819	0.0107198
(1,0)	(0.00902087,-1.70715e-18)	(0.0217895,1.10439e-16)	0.00902086	0.0078057
(1,0)	(0.00668128,1.18105e-18)	(0.0174973,1.43143e-18)	0.00668128	0.00573007
