(1,0)	(1,0)
(1,0)	(1,-9.25013e-16)
(1,0)	(1,-7.30851e-15)
(1,0)	(0.999999,-1.05401e-14)
(1,0)	(0.999998,8.17209e-15)
(1,0)	(0.999994,-1.58371e-14)
(1,0)	(0.999988,-2.67263e-14)
(1,0)	(0.999978,-2.01668e-14)
(1,0)	(0.999962,3.69948e-14)
(1,0)	(0.999939,-4.98588e-15)
(1,0)	(0.999907,-4.55206e-14)
(1,0)	(0.999864,-4.98889e-14)
(1,0)	(0.999808,-5.79e-15)
(1,0)	(0.999736,-2.50895e-14)
(1,0)	(0.999644,-3.70915e-14)
(1,0)	(0.999531,4.03516e-14)
(1,0)	(0.999393,1.53083e-13)
(1,0)	(0.999227,4.74766e-14)
(1,0)	(0.999029,4.29269e-14)
(1,0)	(0.998795,-8.26308e-14)
(1,0)	(0.99852,5.91501e-14)
(1,0)	(0.998202,-1.13061e-14)
(1,0)	(0.997835,-8.49309e-14)
(1,0)	(0.997414,-5.62541e-16)
(1,0)	(0.996936,-5.07859e-14)
(1,0)	(0.996394,3.03025e-14)
(1,0)	(0.995783,9.81271e-14)
(1,0)	(0.995098,6.99073e-15)
(1,0)	(0.994333,3.90674e-15)
(1,0)	(0.993483,-1.92004e-14)
(1,0)	(0.992541,-4.68036e-14)
(1,0)	(0.991501,1.57252e-14)
(1,0)	(0.990358,-4.21627e-14)
(1,0)	(0.989103,2.68331e-15)
(1,0)	(0.987732,-3.7117e-14)
(1,0)	(0.986236,4.26692e-14)
(1,0)	(0.98461,-4.98781e-15)
(1,0)	(0.982846,-3.73755e-14)
(1,0)	(0.980936,2.85807e-14)
(1,0)	(0.978875,4.70983e-15)
(1,0)	(0.976655,-1.02392e-14)
(1,0)	(0.974268,7.06925e-16)
(1,0)	(0.971707,-3.37027e-15)
(1,0)	(0.968964,2.87174e-14)
(1,0)	(0.966034,3.58655e-15)
(1,0)	(0.962907,7.12287e-15)
(1,0)	(0.959576,1.76438e-14)
(1,0)	(0.956036,1.22731e-14)
(1,0)	(0.952277,-1.85219e-14)
(1,0)	(0.948294,1.37888e-14)
(1,0)	(0.944079,3.24311e-14)
(1,0)	(0.939626,2.27507e-14)
(1,0)	(0.934928,1.65438e-14)
(1,0)	(0.929978,1.59369e-14)
(1,0)	(0.92477,-2.18923e-14)
(1,0)	(0.919299,-3.92888e-14)
(1,0)	(0.913558,-3.75783e-14)
(1,0)	(0.907543,-7.78145e-15)
(1,0)	(0.901248,-2.52889e-14)
(1,0)	(0.894669,-5.65692e-15)
(1,0)	(0.887801,-1.13345e-14)
(1,0)	(0.880642,9.61806e-16)
(1,0)	(0.873186,-1.993e-14)
(1,0)	(0.865433,-3.10479e-14)
(1,0)	(0.857379,-3.90034e-14)
(1,0)	(0.849023,-2.49263e-14)
(1,0)	(0.840364,-1.04714e-14)
(1,0)	(0.831401,-2.92403e-15)
(1,0)	(0.822134,1.40932e-14)
(1,0)	(0.812564,-1.35818e-14)
(1,0)	(0.802692,1.21533e-14)
(1,0)	(0.792522,-4.25295e-15)
(1,0)	(0.782055,5.16414e-15)
(1,0)	(0.771295,-1.44837e-14)
(1,0)	(0.760248,-4.92509e-15)
(1,0)	(0.748917,3.97334e-15)
(1,0)	(0.73731,-5.7069e-15)
(1,0)	(0.725432,4.48341e-16)
(1,0)	(0.713293,1.98299e-14)
(1,0)	(0.700899,-1.19246e-14)
(1,0)	(0.688261,-1.2842e-14)
(1,0)	(0.675388,-1.34008e-14)
(1,0)	(0.662292,-1.33412e-14)
(1,0)	(0.648984,-5.26056e-15)
(1,0)	(0.635476,-5.77204e-15)
(1,0)	(0.621782,-1.5192e-14)
(1,0)	(0.607915,-2.96996e-14)
(1,0)	(0.593891,-4.99482e-15)
(1,0)	(0.579724,-3.65399e-15)
(1,0)	(0.56543,-2.7496e-14)
(1,0)	(0.551026,-1.4411e-14)
(1,0)	(0.536529,-2.00768e-14)
(1,0)	(0.521956,-1.38718e-14)
(1,0)	(0.507325,-6.17808e-15)
(1,0)	(0.492654,-1.11232e-15)
(1,0)	(0.477963,-1.345e-14)
(1,0)	(0.463269,-2.57713e-15)
(1,0)	(0.448592,-4.30597e-15)
(1,0)	(0.433951,8.37813e-17)
(1,0)	(0.419365,3.52975e-15)
(1,0)	(0.404853,7.63621e-15)
