(1,0)	(1,0)
(1,0)	(1,0)
(1,0)	(0.999999,0)
(1,0)	(0.999997,0)
(1,0)	(0.999992,0)
(1,0)	(0.99998,0)
(1,0)	(0.999959,0)
(1,0)	(0.999924,0)
(1,0)	(0.99987,0)
(1,0)	(0.999793,0)
(1,0)	(0.999684,0)
(1,0)	(0.999538,0)
(1,0)	(0.999347,0)
(1,0)	(0.999101,0)
(1,0)	(0.998793,0)
(1,0)	(0.998411,0)
(1,0)	(0.997947,0)
(1,0)	(0.997388,0)
(1,0)	(0.996723,0)
(1,0)	(0.99594,0)
(1,0)	(0.995027,0)
(1,0)	(0.993969,0)
(1,0)	(0.992754,0)
(1,0)	(0.991367,0)
(1,0)	(0.989794,0)
(1,0)	(0.988021,0)
(1,0)	(0.986031,0)
(1,0)	(0.983811,0)
(1,0)	(0.981344,0)
(1,0)	(0.978616,0)
(1,0)	(0.975611,0)
(1,0)	(0.972313,0)
(1,0)	(0.968708,0)
(1,0)	(0.96478,0)
(1,0)	(0.960515,0)
(1,0)	(0.955898,0)
(1,0)	(0.950916,0)
(1,0)	(0.945555,0)
(1,0)	(0.939802,0)
(1,0)	(0.933646,0)
(1,0)	(0.927076,0)
(1,0)	(0.920081,0)
(1,0)	(0.912652,0)
(1,0)	(0.904781,0)
(1,0)	(0.896462,0)
(1,0)	(0.887689,0)
(1,0)	(0.878458,0)
(1,0)	(0.868765,0)
(1,0)	(0.85861,0)
(1,0)	(0.847993,0)
(1,0)	(0.836916,0)
(1,0)	(0.825382,0)
(1,0)	(0.813397,0)
(1,0)	(0.800968,0)
(1,0)	(0.788103,0)
(1,0)	(0.774814,0)
(1,0)	(0.761113,0)
(1,0)	(0.747013,0)
(1,0)	(0.732531,0)
(1,0)	(0.717684,0)
(1,0)	(0.702492,0)
(1,0)	(0.686976,0)
(1,0)	(0.671157,0)
(1,0)	(0.65506,0)
(1,0)	(0.63871,0)
(1,0)	(0.622134,0)
(1,0)	(0.605358,0)
(1,0)	(0.588411,0)
(1,0)	(0.571323,0)
(1,0)	(0.554125,0)
(1,0)	(0.536845,0)
(1,0)	(0.519516,0)
(1,0)	(0.502169,0)
(1,0)	(0.484836,0)
(1,0)	(0.467547,0)
(1,0)	(0.450333,0)
(1,0)	(0.433227,0)
(1,0)	(0.416256,0)
(1,0)	(0.399452,0)
(1,0)	(0.382842,0)
(1,0)	(0.366454,0)
(1,0)	(0.350314,0)
(1,0)	(0.334448,0)
(1,0)	(0.318879,0)
(1,0)	(0.303629,0)
(1,0)	(0.288719,0)
(1,0)	(0.274168,0)
(1,0)	(0.259994,0)
(1,0)	(0.246211,0)
(1,0)	(0.232833,0)
(1,0)	(0.219873,0)
(1,0)	(0.20734,0)
(1,0)	(0.195242,0)
(1,0)	(0.183586,0)
(1,0)	(0.172376,0)
(1,0)	(0.161615,0)
(1,0)	(0.151303,0)
(1,0)	(0.141441,0)
(1,0)	(0.132025,0)
(1,0)	(0.123053,0)
(1,0)	(0.114519,0)
