(1,0)	(1,0)
(1,0)	(1,0)
(1,0)	(1,0)
(1,0)	(0.999999,0)
(1,0)	(0.999998,0)
(1,0)	(0.999994,0)
(1,0)	(0.999988,0)
(1,0)	(0.999978,0)
(1,0)	(0.999962,0)
(1,0)	(0.999939,0)
(1,0)	(0.999907,0)
(1,0)	(0.999863,0)
(1,0)	(0.999806,0)
(1,0)	(0.999733,0)
(1,0)	(0.999641,0)
(1,0)	(0.999528,0)
(1,0)	(0.999388,0)
(1,0)	(0.999221,0)
(1,0)	(0.999021,0)
(1,0)	(0.998785,0)
(1,0)	(0.998508,0)
(1,0)	(0.998187,0)
(1,0)	(0.997817,0)
(1,0)	(0.997393,0)
(1,0)	(0.99691,0)
(1,0)	(0.996364,0)
(1,0)	(0.995748,0)
(1,0)	(0.995058,0)
(1,0)	(0.994287,0)
(1,0)	(0.993429,0)
(1,0)	(0.99248,0)
(1,0)	(0.991432,0)
(1,0)	(0.990279,0)
(1,0)	(0.989014,0)
(1,0)	(0.987631,0)
(1,0)	(0.986124,0)
(1,0)	(0.984484,0)
(1,0)	(0.982706,0)
(1,0)	(0.980781,0)
(1,0)	(0.978703,0)
(1,0)	(0.976465,0)
(1,0)	(0.974059,0)
(1,0)	(0.971478,0)
(1,0)	(0.968714,0)
(1,0)	(0.965759,0)
(1,0)	(0.962608,0)
(1,0)	(0.959252,0)
(1,0)	(0.955683,0)
(1,0)	(0.951895,0)
(1,0)	(0.947881,0)
(1,0)	(0.943634,0)
(1,0)	(0.939147,0)
(1,0)	(0.934412,0)
(1,0)	(0.929425,0)
(1,0)	(0.924178,0)
(1,0)	(0.918666,0)
(1,0)	(0.912882,0)
(1,0)	(0.906823,0)
(1,0)	(0.900482,0)
(1,0)	(0.893855,0)
(1,0)	(0.886938,0)
(1,0)	(0.879728,0)
(1,0)	(0.87222,0)
(1,0)	(0.864413,0)
(1,0)	(0.856303,0)
(1,0)	(0.847891,0)
(1,0)	(0.839173,0)
(1,0)	(0.83015,0)
(1,0)	(0.820823,0)
(1,0)	(0.811191,0)
(1,0)	(0.801257,0)
(1,0)	(0.791024,0)
(1,0)	(0.780493,0)
(1,0)	(0.769669,0)
(1,0)	(0.758556,0)
(1,0)	(0.74716,0)
(1,0)	(0.735488,0)
(1,0)	(0.723545,0)
(1,0)	(0.71134,0)
(1,0)	(0.698882,0)
(1,0)	(0.68618,0)
(1,0)	(0.673244,0)
(1,0)	(0.660086,0)
(1,0)	(0.646717,0)
(1,0)	(0.633149,0)
(1,0)	(0.619397,0)
(1,0)	(0.605475,0)
(1,0)	(0.591396,0)
(1,0)	(0.577178,0)
(1,0)	(0.562834,0)
(1,0)	(0.548384,0)
(1,0)	(0.533843,0)
(1,0)	(0.519229,0)
(1,0)	(0.50456,0)
(1,0)	(0.489855,0)
(1,0)	(0.475133,0)
(1,0)	(0.460412,0)
(1,0)	(0.445711,0)
(1,0)	(0.431051,0)
(1,0)	(0.41645,0)
(1,0)	(0.401927,0)
