(1,0)	(1,0)
(1,0)	(0.997194,0)
(1,0)	(0.956037,0)
(1,0)	(0.796496,0)
(1,0)	(0.487331,0)
(1,0)	(0.173088,0)
(1,0)	(0.0263948,0)
(1,0)	(0.00119664,0)
(1,0)	(1.04626e-05,0)
(1,0)	(1.07293e-08,0)
(1,0)	(7.36489e-13,0)
