0	(1,0)	(1,0)
4000	(1,0)	(0.997273,3.5999e-14)
8000	(1,0)	(0.957288,2.85019e-15)
12000	(1,0)	(0.801965,4.85768e-15)
16000	(1,0)	(0.498483,3.61265e-15)
20000	(1,0)	(0.183488,-2.76666e-15)
24000	(1,0)	(0.0300244,-2.29228e-16)
28000	(1,0)	(0.00154535,-3.60924e-17)
32000	(1,0)	(1.67318e-05,6.18847e-19)
36000	(1,0)	(2.41615e-08,-4.60598e-21)
40000	(1,0)	(2.80669e-12,-2.46631e-25)
