0	1	1	1
8080.81	0.0927432	0.0927408	0.999949
16161.6	0.745544	0.745086	0.999252
24242.4	0.803195	0.800729	0.9967
32323.2	0.471832	0.467438	0.991373
40404	0.732421	0.721629	0.983484
48484.8	0.355157	0.34599	0.974524
56565.7	0.884882	0.855659	0.966565
64646.5	0.619134	0.576819	0.961124
72727.3	0.645708	0.547428	0.958252
80808.1	0.668483	0.59385	0.956369
88888.9	0.63201	0.326856	0.952971
96969.7	0.22913	0.328624	0.945781
105051	0.746282	0.928652	0.93368
113131	0.668413	558.745	0.916893
121212	0.280985	56.9293	0.896392
129293	0.734744	3406.41	0.873011
137374	0.0332344	9.02019e+57	0.846896
145455	0.618408	4.27388e-38	0.817639
153535	0.331979	1.30085e+11	0.784948
161616	0.677321	63728.5	0.749333
169697	0.795993	0.0351943	0.712273
177778	0.196939	1.09965e+25	0.675749
185859	0.859182	0.000187185	0.641449
193939	0.447411	2.9734e+10	0.61016
202020	0.52591	5.00878e+07	0.581648
210101	0.933756	1.16622e-22	0.55505
218182	0.659309	0.00213353	0.529488
226263	0.538269	1.29117e-05	0.504568
234343	0.704797	24.5659	0.480508
242424	0.917967	3.51488e-05	0.457876
250505	0.402174	10085.8	0.437194
258586	0.824285	0.000156187	0.418659
266667	0.811793	5.6203e-16	0.402121
274747	0.398647	2.5565e-07	0.387281
282828	0.510049	6.40456e+06	0.373974
290909	0.778013	23.1404	0.362331
298990	0.871218	4.0415e-43	0.35273
307071	0.492407	4.34621e-14	0.34558
315152	0.31425	1.05928e+15	0.341063
323232	0.418844	5.0085e+14	0.338986
331313	0.392949	5.18427e+11	0.3388
339394	0.417466	8.63545e+10	0.339762
347475	0.53961	3.07853e+07	0.341165
355556	0.285099	4.15775e+13	0.342516
363636	0.504675	17414	0.343563
371717	0.467978	1.18455e+10	0.34419
379798	0.806863	1.10153e-11	0.344263
387879	0.722255	1.6852e-05	0.343551
395960	0.65841	26.5035	0.341774
404040	0.908792	8.75937e-23	0.338734
412121	0.17564	1.757e+13	0.334442
420202	0.739322	1.12625e-08	0.329137
428283	0.754204	0.000428674	0.323169
436364	0.234457	443271	0.316833
444444	0.804624	8.78542e-05	0.310237
452525	0.11568	5.8231e+25	0.30329
460606	0.764115	1.02851e-19	0.295777
468687	0.471363	426.896	0.287482
476768	0.0133926	3.22397e+80	0.278282
484848	0.916949	2.13441e-13	0.268181
492929	0.726055	1.92627e-13	0.257285
501010	0.185903	220869	0.245745
509091	0.949893	5.67899e-20	0.233732
517172	0.584919	1.55472e-24	0.221436
525253	0.299243	15372.4	0.209074
533333	0.940679	3.42574e-30	0.19688
541414	0.667052	1.53976e-09	0.185075
549495	0.472547	0.0498736	0.173821
557576	0.505763	2.00183e+06	0.163202
565657	0.46833	317693	0.153224
573737	0.867733	2.05773e-14	0.143851
581818	0.495159	0.00560835	0.135024
589899	0.284846	0.000948761	0.126678
597980	0.662373	0.0200765	0.118734
606061	0.491281	11560.8	0.111105
614141	0.881748	1.17803e-18	0.103704
622222	0.82542	3.23609e-15	0.0964667
630303	0.928997	3.6403e-11	0.0893713
638384	0.65236	0.000100453	0.0824504
646465	0.376245	0.00074089	0.0757746
654545	0.232322	3.16733e+21	0.0694211
662626	0.204072	3.35101e+16	0.0634418
670707	0.185317	1.41635e+18	0.0578475
678788	0.117889	7.0513e+34	0.0526167
686869	0.113456	1.05251e+19	0.0477188
694949	0.181965	5.24191e+24	0.0431367
703030	0.275108	4.14219e+09	0.0388731
711111	0.473376	0.0931116	0.0349379
719192	0.733698	3.06254e-06	0.0313314
727273	0.693883	3.04723e-17	0.0280346
735354	0.834993	6.97174e-08	0.025014
743434	0.684809	8.41711e-22	0.0222358
751515	0.118191	3.16221e+35	0.0196798
759596	0.0589719	4.00311e+31	0.0173445
767677	0.523323	6557.8	0.0152394
775758	0.917232	4.64544e-23	0.0133729
783838	0.759737	2.10376e-06	0.0117413
791919	0.0851352	4.94765e+24	0.0103259
800000	0.401144	1.26496e+06	0.00909789
