(1,0)	(1,0)	(1,0)	(1,0)	1	1
(1,0)	(0.998284,5.49454e-16)	(0.998284,-2.2457e-14)	(0.964793,4.97419e-13)	0.998284	0.998281
(1,0)	(0.983484,-4.01946e-16)	(0.983485,1.12948e-14)	(0.636671,-1.26327e-13)	0.983484	0.983466
(1,0)	(0.963485,1.30185e-15)	(0.963496,-4.91528e-14)	(0.159191,1.56443e-13)	0.963485	0.963431
(1,0)	(0.956369,7.53955e-16)	(0.956414,-2.59887e-14)	(0.00999402,4.78525e-15)	0.956369	0.956251
(1,0)	(0.940358,7.28446e-16)	(0.940481,-1.18626e-14)	(0.000161041,-2.16724e-17)	0.940358	0.940151
(1,0)	(0.896392,-8.67015e-16)	(0.89666,4.93282e-14)	(7.72548e-07,-9.6882e-19)	0.896392	0.896089
(1,0)	(0.832691,3.40749e-16)	(0.833202,-2.36424e-14)	(1.39819e-09,9.02638e-22)	0.832691	0.832295
(1,0)	(0.749333,-7.35429e-16)	(0.750203,4.30409e-14)	(1.59745e-12,-2.27413e-24)	0.749333	0.748861
(1,0)	(0.658247,7.22027e-16)	(0.659601,-7.6159e-15)	(1.5758e-15,-1.04292e-28)	0.658247	0.657715
(1,0)	(0.581648,-6.89969e-16)	(0.583648,1.52582e-14)	(8.34281e-19,-2.50021e-31)	0.581648	0.581061
(1,0)	(0.516947,-5.5929e-16)	(0.519776,2.48203e-14)	(7.33592e-23,-8.36345e-35)	0.516947	0.516303
(1,0)	(0.457876,2.10485e-16)	(0.461702,-9.39697e-15)	(3.43072e-28,1.5982e-40)	0.457876	0.457181
(1,0)	(0.410159,2.56426e-16)	(0.415186,-9.03168e-15)	(3.40058e-35,1.24894e-47)	0.410159	0.409408
(1,0)	(0.373974,4.09948e-16)	(0.380443,-1.13671e-14)	(3.0142e-44,1.56554e-56)	0.373974	0.373155
(1,0)	(0.34883,-3.05477e-16)	(0.357018,4.35529e-15)	(9.76903e-56,-1.71511e-68)	0.34883	0.347923
(1,0)	(0.338986,-2.4452e-16)	(0.349367,3.06919e-15)	(6.48239e-70,3.63858e-83)	0.338986	0.33795
(1,0)	(0.340445,-5.59155e-16)	(0.35365,1.51133e-14)	(8.53333e-87,-5.66286e-99)	0.340445	0.339233
(1,0)	(0.343563,-4.75865e-16)	(0.3601,1.19348e-14)	(2.84651e-106,-1.71628e-118)	0.343563	0.342149
(1,0)	(0.344022,1.10196e-16)	(0.364229,5.9001e-15)	(3.51815e-128,-2.48462e-140)	0.344022	0.342397
(1,0)	(0.338734,-2.69792e-16)	(0.36294,1.50233e-15)	(4.16573e-152,2.35889e-165)	0.338734	0.336911
(1,0)	(0.326214,-1.4952e-15)	(0.354333,5.08102e-14)	(2.96212e-177,-6.99134e-189)	0.326214	0.324226
(1,0)	(0.310237,-3.67508e-17)	(0.34164,5.06983e-15)	(1.17605e-202,-4.90613e-215)	0.310237	0.308112
(1,0)	(0.291738,-1.16521e-15)	(0.326622,3.89088e-14)	(1.98086e-227,-4.19134e-239)	0.291738	0.289502
(1,0)	(0.268181,3.8249e-16)	(0.307655,-1.07289e-14)	(7.73315e-251,1.97426e-263)	0.268181	0.265895
(1,0)	(0.239786,4.56539e-18)	(0.284461,-8.62972e-16)	(3.08991e-272,5.28179e-286)	0.239786	0.237524
(1,0)	(0.209074,1.68587e-18)	(0.258814,6.4333e-16)	(3.75505e-291,-4.86691e-304)	0.209074	0.206902
(1,0)	(0.179372,1.57867e-16)	(0.232696,-7.50001e-15)	(2.33937e-307,9.32549e-320)	0.179372	0.177329
(1,0)	(0.153224,1.1235e-16)	(0.207597,-1.79673e-15)	(8.49299e-321,-3.45846e-323)	0.153224	0.15132
(1,0)	(0.130796,-1.66391e-16)	(0.184404,6.08429e-15)	(3.45846e-323,-9.88131e-324)	0.130796	0.129027
(1,0)	(0.111105,-4.02343e-16)	(0.163448,1.76116e-14)	(9.88131e-324,-9.88131e-324)	0.111105	0.109477
(1,0)	(0.0929004,-9.30421e-17)	(0.144689,2.54809e-15)	(9.88131e-324,9.88131e-324)	0.0929004	0.0914308
(1,0)	(0.0757746,2.39269e-16)	(0.127953,-1.28257e-14)	(9.88131e-324,9.88131e-324)	0.0757746	0.0744848
(1,0)	(0.0605973,7.19215e-17)	(0.113049,-4.73678e-15)	(9.88131e-324,9.88131e-324)	0.0605973	0.0594913
(1,0)	(0.0477188,8.20973e-17)	(0.0997847,-3.30098e-15)	(2.47033e-323,9.88131e-324)	0.0477188	0.0467876
(1,0)	(0.036864,1.32519e-17)	(0.0879705,-1.60164e-15)	(2.47033e-323,9.88131e-324)	0.036864	0.0360971
(1,0)	(0.0280346,9.58078e-19)	(0.0774215,-3.90588e-16)	(4.44659e-323,2.47033e-323)	0.0280346	0.0274145
(1,0)	(0.0209305,-4.40186e-17)	(0.0680923,3.65847e-15)	(8.1795e-319,-2.96439e-323)	0.0209305	0.0204395
(1,0)	(0.0152394,-2.87073e-17)	(0.0590916,3.25096e-15)	(3.63768e-308,-3.79838e-320)	0.0152394	0.0148611
(1,0)	(0.0110082,4.07767e-17)	(0.0509671,-5.22239e-15)	(2.21186e-296,3.92237e-308)	0.0110082	0.0107198
(1,0)	(0.00802719,1.61801e-17)	(0.0441295,-3.33765e-15)	(4.51905e-284,6.58376e-296)	0.00802719	0.0078057
(1,0)	(0.00590121,-6.192e-19)	(0.0378298,-3.21089e-16)	(3.68223e-272,-9.13964e-286)	0.00590121	0.00573007
(1,0)	(0.00441659,5.57663e-18)	(0.0322916,5.18306e-16)	(5.36912e-261,-5.77397e-273)	0.00441659	0.00428221
(1,0)	(0.00337386,-5.42591e-19)	(0.0275774,9.58081e-18)	(1.40508e-251,7.52097e-265)	0.00337386	0.00326636
(1,0)	(0.002581,8.60617e-19)	(0.0233025,-7.54976e-16)	(1.34159e-244,7.58378e-257)	0.002581	0.00249501
(1,0)	(0.00198176,2.84124e-19)	(0.0193982,-7.89109e-17)	(1.98796e-241,3.34003e-254)	0.00198176	0.00191284
(1,0)	(0.00153907,1.96035e-18)	(0.0133437,-6.0775e-16)	(1.91869e-236,1.58929e-248)	0.00153907	0.00148328
(1,0)	(0.0011876,-1.43577e-18)	(0.0108486,-1.13713e-17)	(2.75195e-235,2.65061e-248)	0.0011876	0.00114279
(1,0)	(0.000909177,4.6446e-19)	(0.0110892,-5.6586e-17)	(3.13742e-243,5.60236e-256)	0.000909177	0.000873517
(1,0)	(0.000695316,1.04464e-18)	(0.0100191,-3.96078e-16)	(9.33012e-252,6.17731e-264)	0.000695316	0.000667003
(1,0)	(0.00052117,5.4912e-19)	(0.00470374,-1.78805e-16)	(1.67929e-250,1.11307e-262)	0.000521169	0.000499163
(1,0)	(0.000382591,-3.63694e-19)	(0.00407237,5.13868e-17)	(5.67266e-261,-1.21632e-274)	0.000382591	0.000365859
(1,0)	(0.000279423,-4.79011e-19)	(0.00352024,7.49847e-17)	(6.91184e-275,-3.37866e-288)	0.000279423	0.000266781
(1,0)	(0.000200404,7.52724e-19)	(0.00302916,-3.23536e-16)	(1.25904e-292,2.31079e-304)	0.000200404	0.000191033
(1,0)	(0.000140836,5.71383e-20)	(0.00261146,-9.26986e-17)	(1.15946e-314,2.47033e-323)	0.000140836	0.000134037
(1,0)	(9.86269e-05,1.73043e-19)	(0.00226485,-2.05908e-16)	(1.4822e-323,1.4822e-323)	9.86269e-05	9.37162e-05
(1,0)	(6.80191e-05,-1.98819e-20)	(0.00197641,3.56601e-17)	(4.94066e-324,-4.94066e-324)	6.8019e-05	6.45292e-05
(1,0)	(4.58983e-05,5.95873e-20)	(0.00173333,-4.19263e-17)	(4.94066e-324,4.94066e-324)	4.58983e-05	4.34738e-05
(1,0)	(3.07386e-05,-5.81513e-20)	(0.00152807,5.52752e-17)	(4.94066e-324,-4.94066e-324)	3.07386e-05	2.90681e-05
(1,0)	(2.01577e-05,-3.78336e-20)	(0.00135683,3.43047e-17)	(4.94066e-324,4.94066e-324)	2.01578e-05	1.90314e-05
(1,0)	(1.27936e-05,7.54002e-21)	(0.0012152,-7.63637e-17)	(0,0)	1.27936e-05	1.20591e-05
(1,0)	(7.98444e-06,-3.89627e-20)	(0.00109911,1.64236e-16)	(0,0)	7.98444e-06	7.51378e-06
(1,0)	(4.88018e-06,7.00949e-21)	(0.00100603,-3.1646e-17)	(0,0)	4.88018e-06	4.58496e-06
(1,0)	(2.89704e-06,-1.28523e-21)	(0.000933053,6.44543e-18)	(0,0)	2.89704e-06	2.71728e-06
(1,0)	(1.69639e-06,2.25905e-21)	(0.000877221,-5.87956e-17)	(0,0)	1.69639e-06	1.58848e-06
(1,0)	(9.77871e-07,-2.79741e-22)	(0.000837405,3.75742e-17)	(0,0)	9.77871e-07	9.1413e-07
(1,0)	(5.50948e-07,9.86783e-22)	(0.000812069,-5.93225e-17)	(0,0)	5.50948e-07	5.14165e-07
(1,0)	(3.0951e-07,-4.2672e-22)	(0.000799135,2.3104e-17)	(0,0)	3.0951e-07	2.88354e-07
(1,0)	(1.74981e-07,2.21232e-22)	(0.000800088,-2.02675e-17)	(0,0)	1.74981e-07	1.62741e-07
(1,0)	(9.89477e-08,-2.55522e-22)	(0.000818073,5.16978e-17)	(0,0)	9.89477e-08	9.18666e-08
(1,0)	(5.62631e-08,-2.04089e-23)	(0.00085556,-8.52653e-18)	(0,0)	5.62631e-08	5.21456e-08
(1,0)	(3.19028e-08,5.32898e-23)	(0.000920039,-6.00976e-17)	(0,0)	3.19028e-08	2.95163e-08
(1,0)	(1.76971e-08,1.06928e-23)	(0.00102555,-2.20797e-17)	(4.94066e-324,0)	1.76971e-08	1.63444e-08
(1,0)	(9.61851e-09,-4.76625e-23)	(0.0011902,1.5598e-16)	(4.94066e-324,0)	9.61851e-09	8.86754e-09
(1,0)	(5.14346e-09,6.6018e-24)	(0.00145207,-4.01141e-17)	(4.94066e-324,4.94066e-324)	5.14345e-09	4.7334e-09
(1,0)	(2.69214e-09,-8.13549e-24)	(0.00189491,1.6649e-16)	(4.94066e-324,-4.94066e-324)	2.69214e-09	2.47305e-09
(1,0)	(1.38155e-09,5.4721e-25)	(0.00267109,-9.59741e-17)	(4.94066e-324,4.94066e-324)	1.38155e-09	1.26682e-09
(1,0)	(6.95692e-10,-1.12432e-24)	(0.00407736,4.15211e-17)	(4.94066e-324,4.94066e-324)	6.95692e-10	6.36754e-10
(1,0)	(3.45061e-10,-5.65091e-25)	(0.00671241,3.79116e-16)	(4.94066e-324,-4.94066e-324)	3.45061e-10	3.15248e-10
(1,0)	(1.73557e-10,-6.3367e-25)	(0.0113894,6.69597e-16)	(4.94066e-324,-4.94066e-324)	1.73557e-10	1.58268e-10
(1,0)	(9.31872e-11,-1.47061e-26)	(0.0177926,1.32064e-16)	(4.94066e-324,-4.94066e-324)	9.31872e-11	8.48199e-11
(1,0)	(5.62438e-11,-1.2546e-25)	(0.022253,1.59079e-15)	(4.94066e-324,-4.94066e-324)	5.62438e-11	5.10978e-11
(1,0)	(3.88624e-11,-4.98284e-26)	(0.0207513,8.92741e-16)	(4.94066e-324,-4.94066e-324)	3.88624e-11	3.52402e-11
(1,0)	(2.97182e-11,1.1015e-25)	(0.0152458,-1.58202e-15)	(4.94066e-324,4.94066e-324)	2.97182e-11	2.68972e-11
(1,0)	(2.38313e-11,-1.14598e-25)	(0.0100527,1.23391e-15)	(0,0)	2.38313e-11	2.1528e-11
(1,0)	(1.92279e-11,4.18022e-26)	(0.00664997,-5.66971e-16)	(0,0)	1.92279e-11	1.73362e-11
(1,0)	(1.52904e-11,-5.99106e-26)	(0.00459885,6.70189e-16)	(0,0)	1.52904e-11	1.37594e-11
(1,0)	(1.19871e-11,3.97057e-26)	(0.0033435,-2.81811e-16)	(0,0)	1.19871e-11	1.0766e-11
(1,0)	(9.23371e-12,1.24681e-26)	(0.00260471,-7.50504e-17)	(0,0)	9.23371e-12	8.27694e-12
(1,0)	(6.87621e-12,1.82721e-26)	(0.00218351,-1.66398e-16)	(0,0)	6.87621e-12	6.15165e-12
(1,0)	(4.93588e-12,-1.76411e-26)	(0.00192037,1.40831e-16)	(0,0)	4.93588e-12	4.40708e-12
(1,0)	(3.43481e-12,-1.3019e-26)	(0.00175636,1.975e-16)	(0,0)	3.43481e-12	3.06076e-12
(1,0)	(2.32956e-12,3.5808e-27)	(0.00166607,-8.55487e-17)	(0,0)	2.32956e-12	2.07175e-12
(1,0)	(1.5775e-12,-2.72038e-27)	(0.00159448,5.40731e-17)	(0,0)	1.5775e-12	1.40012e-12
(1,0)	(1.0852e-12,-3.44094e-28)	(0.00154578,5.6457e-17)	(0,0)	1.0852e-12	9.61249e-13
(1,0)	(7.48418e-13,-1.57405e-27)	(0.00152807,1.01625e-16)	(0,0)	7.48417e-13	6.61603e-13
(1,0)	(5.15467e-13,-1.84035e-27)	(0.00153775,9.9232e-17)	(0,0)	5.15468e-13	4.54757e-13
(1,0)	(3.56109e-13,2.18413e-28)	(0.00157859,-5.75919e-17)	(0,0)	3.56109e-13	3.13531e-13
(1,0)	(2.44429e-13,-3.63424e-28)	(0.00165375,9.13937e-17)	(0,0)	2.44429e-13	2.14768e-13
(1,0)	(1.68215e-13,-1.88484e-28)	(0.00174076,6.82244e-17)	(0,0)	1.68215e-13	1.47501e-13

